,date,actions,transactions
0,2019-01-03,"0     0.347813
1    -0.123650
2     1.000000
3    -0.801709
4    -1.000000
5    -0.982330
6     0.664634
7     1.000000
8    -0.479397
9    -1.000000
10   -0.186343
11    0.654181
12   -0.065683
13    0.274249
14    1.000000
15    0.620902
16    0.044856
17    1.000000
18    0.231939
19   -0.962663
20   -0.762210
21   -0.078265
22   -0.239418
23    0.722541
24    0.425377
25   -0.051695
26    1.000000
27   -1.000000
28    0.001357
29   -0.688857
30    1.000000
31    0.888853
32    1.000000
33    0.588518
34   -1.000000
35   -0.888380
36   -0.157072
37   -0.275201
38    0.053492
39    0.718094
40    0.675874
41    0.169145
42    1.000000
43    0.106537
44   -0.328188
45    1.000000
46   -1.000000
47   -0.791961
48    0.904198
49   -1.000000
dtype: float32","[1.94929779e+02 0.00000000e+00 9.92890930e+02 0.00000000e+00
 0.00000000e+00 0.00000000e+00 1.43175934e+02 4.69368988e+02
 0.00000000e+00 0.00000000e+00 0.00000000e+00 8.94022751e+01
 0.00000000e+00 2.35024285e+00 3.22703491e+02 1.04730232e+02
 8.42009735e+00 3.93121948e+02 8.94893646e+01 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 1.53450378e+02 0.00000000e+00 3.18714935e+02 0.00000000e+00
 4.99917984e-01 0.00000000e+00 3.37243103e+02 0.00000000e+00
 1.56391736e+03 5.61170807e+01 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 1.37426996e+01 6.84668335e+02
 2.14458405e+02 0.00000000e+00 1.51075659e+03 7.92921371e+01
 0.00000000e+00 6.90136871e+01 0.00000000e+00 0.00000000e+00
 1.56519073e+02 0.00000000e+00]"
1,2019-01-04,"0     1.000000
1     1.000000
2    -0.413639
3    -0.816296
4    -1.000000
5     0.417486
6    -0.244166
7     0.802877
8     0.063972
9    -0.209249
10   -1.000000
11    1.000000
12    1.000000
13    0.804455
14    0.572599
15    1.000000
16    1.000000
17    0.493356
18    0.684861
19    0.117099
20    1.000000
21   -0.458627
22   -0.204588
23   -0.120816
24    1.000000
25    0.508332
26   -1.000000
27   -1.000000
28   -1.000000
29   -0.784762
30    0.674799
31    1.000000
32    1.000000
33   -1.000000
34    0.874523
35   -1.000000
36   -0.663220
37    1.000000
38   -0.095644
39   -0.596754
40   -0.776722
41   -0.510966
42   -0.422881
43   -0.244594
44   -0.217803
45    1.000000
46    0.191993
47    0.734614
48    0.245395
49    0.987562
dtype: float32","[ 5.54164001e+02  1.02404243e+02 -4.09251404e+02  0.00000000e+00
  0.00000000e+00  2.73452667e+02 -5.19432068e+01  3.70826569e+02
  6.33833885e+01  0.00000000e+00  0.00000000e+00  1.41747055e+02
  1.96555557e+02  6.99890757e+00  1.81273346e+02  1.66825714e+02
  1.91637695e+02  1.89008102e+02  2.65812561e+02  5.46274490e+01
  2.60525208e+02  0.00000000e+00  0.00000000e+00  0.00000000e+00
  3.58469208e+02  2.80580048e+02 -3.18714935e+02  0.00000000e+00
 -4.99917984e-01  0.00000000e+00  2.21809814e+02  0.00000000e+00
  1.55511316e+03 -5.61170807e+01  8.33959167e+02  0.00000000e+00
  0.00000000e+00  1.91375107e+02 -1.37426996e+01 -5.68976746e+02
 -2.14458405e+02  0.00000000e+00 -6.21829041e+02 -7.92921371e+01
  0.00000000e+00  6.95187912e+01  2.65123119e+01  6.91702499e+01
  4.32692757e+01  1.17347626e+02]"
2,2019-01-07,"0     1.000000
1    -0.412296
2    -0.370168
3     0.709648
4    -0.396194
5     0.290255
6    -0.501040
7     0.118204
8    -0.871215
9     1.000000
10    1.000000
11    0.942992
12   -0.298208
13   -0.348295
14   -0.037062
15    1.000000
16   -0.410085
17   -1.000000
18    0.252479
19    1.000000
20    0.196067
21   -0.779319
22   -0.553194
23    0.620528
24   -1.000000
25    0.303825
26   -1.000000
27   -0.391109
28    0.351584
29    1.000000
30    1.000000
31   -0.184149
32    0.201856
33    0.502953
34   -0.809449
35    1.000000
36   -0.562378
37   -0.145178
38   -1.000000
39   -0.722129
40   -0.599027
41    0.878184
42    0.530437
43   -0.448416
44    1.000000
45    0.199797
46    0.603798
47   -0.018959
48    0.745101
49    1.000000
dtype: float32","[ 545.8157959   -42.11915207 -359.26824951  795.64129639    0.
  186.81794739  -91.23272705   53.1218605   -63.38338852  223.44171143
  234.17120361  125.59963226  -56.7601738    -2.96983171  -11.75191021
  159.81895447  -78.11743164 -364.68399048   96.98413086  457.73294067
   47.67999268    0.            0.            0.         -349.27908325
  152.46902466    0.            0.          125.64451599  471.68920898
  309.69338989    0.          309.52868652   46.76330948 -736.3848877
  119.82476807    0.          -26.77676392    0.         -115.69158936
    0.            0.          761.70562744    0.           88.4592514
   13.87428856   82.2641983    -1.7720809   127.52775574  115.83190155]"
3,2019-01-08,"0    -1.000000
1     1.000000
2     0.284859
3     0.869630
4     0.558612
5     0.229499
6     0.845492
7    -0.233685
8     1.000000
9    -0.066292
10   -1.000000
11    1.000000
12    0.517917
13    0.478427
14   -0.064324
15   -1.000000
16    1.000000
17   -1.000000
18    1.000000
19    1.000000
20    0.076913
21   -0.030402
22   -0.617792
23    0.674064
24   -1.000000
25   -0.470519
26    0.355355
27   -0.589678
28   -0.300411
29    0.220751
30   -0.012642
31   -1.000000
32    0.431973
33    0.295637
34    0.461185
35    0.774081
36   -0.650974
37   -0.977230
38   -0.320709
39   -1.000000
40    0.000148
41   -0.271946
42    0.319594
43   -1.000000
44    0.985041
45    1.000000
46    0.026357
47   -0.124704
48    0.060328
49    1.000000
dtype: float32","[-5.44721619e+02  1.02239662e+02  2.77429596e+02  9.59941772e+02
  0.00000000e+00  1.46442673e+02  1.75356476e+02 -1.05625031e+02
  9.68260437e+02 -1.49026451e+01 -2.34171204e+02  1.35132217e+02
  9.75505295e+01  4.05592251e+00 -2.04889183e+01 -1.54181076e+02
  1.86420395e+02 -2.17446060e+02  3.88993042e+02  4.48104950e+02
  1.83298397e+01  0.00000000e+00  0.00000000e+00  0.00000000e+00
 -1.62640503e+02 -2.34273087e+02  1.11499947e+02  0.00000000e+00
 -1.07569168e+02  1.03286850e+02 -3.90800214e+00  0.00000000e+00
  6.66110596e+02  2.76291676e+01  4.26344574e+02  9.94398193e+01
  0.00000000e+00 -1.64598343e+02  0.00000000e+00  0.00000000e+00
  4.30086218e-02  0.00000000e+00  4.58936127e+02  0.00000000e+00
  8.56362381e+01  6.80804749e+01  3.60989857e+00 -1.15030031e+01
  9.87748623e+00  1.11835808e+02]"
4,2019-01-09,"0    -0.369916
1     1.000000
2    -0.627779
3     0.236216
4     1.000000
5    -0.685311
6    -0.741469
7     0.575368
8     0.415355
9    -0.685559
10    0.734652
11   -0.837785
12   -0.187693
13    0.775310
14   -0.156876
15   -1.000000
16    1.000000
17    0.974394
18    1.000000
19   -0.929954
20    0.555794
21   -0.919639
22    1.000000
23   -0.868445
24    1.000000
25    0.116341
26    1.000000
27    1.000000
28    0.644293
29    0.579858
30   -0.176407
31    1.000000
32   -0.180251
33   -0.928225
34   -1.000000
35   -0.001381
36   -0.304612
37   -1.000000
38    0.509555
39    0.192809
40    1.000000
41    1.000000
42   -0.157092
43    1.000000
44   -0.069967
45   -0.805833
46    1.000000
47    0.020609
48   -0.535030
49   -0.287934
dtype: float32","[-2.01905991e+02  1.02116676e+02 -5.01800873e+02  2.57765320e+02
  0.00000000e+00 -4.39454163e+02 -1.55611298e+02  2.63751312e+02
  4.03704498e+02 -1.56018723e+02  1.70081146e+02 -1.12351791e+02
 -3.53031006e+01  6.58038473e+00 -5.28962631e+01 -1.54909546e+02
  1.86228058e+02  3.47219238e+02  3.93688385e+02 -4.18182526e+02
  1.35422714e+02  0.00000000e+00  2.32735672e+02  0.00000000e+00
  3.38705200e+02  5.55330582e+01  3.07467133e+02  4.36914001e+02
  2.29796097e+02  2.71308838e+02 -5.45667839e+01  0.00000000e+00
 -2.81097900e+02 -7.43924770e+01 -5.23918854e+02 -1.82668239e-01
  0.00000000e+00  0.00000000e+00  1.30649811e+02  1.79980042e+02
  2.89954254e+02  0.00000000e+00 -2.26762711e+02  7.27008362e+02
 -5.92960405e+00 -5.43835068e+01  1.38244522e+02  1.93009257e+00
 -8.95876389e+01 -3.30957451e+01]"
5,2019-01-10,"0    -0.550084
1     0.108404
2    -1.000000
3     0.831539
4     1.000000
5    -1.000000
6     0.712572
7     0.326872
8    -1.000000
9     0.528331
10   -1.000000
11    0.952434
12    0.712336
13    0.413258
14    0.012521
15    0.609501
16   -0.367328
17    0.434189
18    0.841806
19   -0.977510
20    1.000000
21   -0.407484
22    1.000000
23    0.892273
24   -1.000000
25   -0.398389
26   -0.413146
27    0.166769
28   -0.961751
29   -0.388909
30   -0.593359
31    0.308118
32    0.840379
33   -0.868890
34    0.501503
35   -1.000000
36   -0.084540
37   -0.412598
38    0.972693
39   -0.261703
40   -0.243340
41   -0.037774
42    0.222779
43    1.000000
44    1.000000
45    0.182794
46    0.088581
47   -0.989176
48   -0.203538
49   -1.000000
dtype: float32","[-299.34283447   10.88418484    0.          888.73773193    0.
 -167.25912476  146.75312805  147.9889679  -964.59918213  115.94288635
 -170.08114624  124.16163635  125.40194702    3.44299412    4.17898273
   95.21369171  -68.07863617  154.39924622  313.8911438  -425.35214233
  236.07064819    0.          230.6943512     0.         -329.27230835
 -181.63572693 -126.68541718   70.51888275 -247.8714447  -184.94654846
 -183.3221283     0.         1303.19677734    0.          471.24908447
 -131.47999573    0.            0.          245.22698975 -179.9800415
  -69.77119446    0.          317.43005371  727.00836182   82.93964386
   12.34617043   12.14227772  -57.82525849  -33.97937012 -113.24002075]"
6,2019-01-11,"0     0.756224
1    -0.282572
2     0.015090
3    -0.777864
4     0.374512
5     1.000000
6     0.157101
7    -0.029150
8     0.198267
9    -1.000000
10    0.751226
11   -0.553459
12   -1.000000
13   -0.776399
14    0.984783
15   -0.035919
16    0.262329
17   -0.576203
18    0.057223
19   -0.439949
20   -0.094268
21    1.000000
22   -0.614618
23    1.000000
24   -0.220324
25   -0.803797
26    0.582194
27    0.551763
28   -0.560477
29   -0.171400
30    1.000000
31   -0.213400
32    0.693568
33   -1.000000
34    0.542689
35    0.558664
36   -1.000000
37    1.000000
38   -0.034728
39    1.000000
40   -1.000000
41    0.746780
42    0.882317
43    0.412429
44    0.371320
45    1.000000
46    0.350373
47    1.000000
48    0.245870
49    0.464425
dtype: float32","[ 412.75915527  -28.87844467   14.74767303 -839.20996094  114.99308014
  646.03656006   32.16695404  -13.35143661  192.70524597 -168.46323013
  170.96781921  -71.20148468 -177.25341797   -6.44074965  318.00219727
   -5.57124805   48.38667297 -200.41021729   21.39850998 -116.93067169
  -22.91319084  543.21258545 -139.94735718    0.           -9.43289185
  -72.67331696  178.61766052  235.06079102    0.          -83.40720367
  312.48828125    0.         1087.77856445    0.          519.44909668
   74.25994873    0.          191.03291321   -8.76834965  940.02630615
 -220.22606831    0.         1267.0057373   299.02624512   31.20705795
   67.66870117   47.90141678   91.93795776   41.7121315    53.45198822]"
7,2019-01-14,"0     0.508999
1    -0.166007
2    -0.805189
3    -0.173140
4    -0.319015
5     1.000000
6    -1.000000
7    -1.000000
8     0.051060
9    -0.001007
10    0.180020
11    0.492819
12   -0.613010
13   -0.750909
14   -0.599461
15   -1.000000
16   -0.781641
17   -0.597315
18   -0.282694
19   -0.298566
20   -0.059534
21    0.266352
22   -0.446603
23    0.095777
24   -1.000000
25    0.485644
26   -0.868668
27    1.000000
28    0.556006
29    1.000000
30    0.541749
31   -0.343545
32   -1.000000
33    0.166888
34   -1.000000
35    0.866582
36    1.000000
37    0.388997
38    0.601726
39    0.701917
40   -1.000000
41   -0.375442
42   -0.857682
43   -0.207281
44   -1.000000
45   -0.018895
46   -1.000000
47   -0.572884
48    0.157689
49    1.000000
dtype: float32","[ 2.75330902e+02 -1.72075729e+01 -1.47476730e+01 -1.85049423e+02
 -9.69714508e+01  6.34203857e+02 -1.98665260e+02 -4.58404388e+02
  4.86090775e+01  0.00000000e+00  4.14135513e+01  6.37627754e+01
 -1.07392601e+02 -6.06167650e+00 -1.93765778e+02 -1.52198669e+02
 -1.42521851e+02 -2.12143356e+02 -1.04886482e+02  0.00000000e+00
 -1.45554171e+01  1.43778351e+02 -9.99170837e+01  0.00000000e+00
  0.00000000e+00  2.29871246e+02 -2.65789246e+02  4.21116455e+02
  1.96117966e+02  4.84815582e+02  1.68781799e+02  0.00000000e+00
 -1.55947852e+03  1.51213531e+01 -9.37963135e+02  1.14198006e+02
  1.04843787e+03  7.45779114e+01  1.50811432e+02  6.58668396e+02
  0.00000000e+00  0.00000000e+00 -1.22208301e+03 -1.49674133e+02
 -8.32402420e+01 -1.27861559e+00 -1.36640015e+02 -5.20135155e+01
  2.64925041e+01  1.14886009e+02]"
8,2019-01-15,"0     0.270518
1    -1.000000
2     1.000000
3     0.213106
4     0.948176
5     0.693673
6    -0.269508
7    -0.387848
8    -0.292161
9     0.511931
10   -1.000000
11    0.671474
12    1.000000
13    1.000000
14    0.175439
15   -0.285665
16   -1.000000
17   -0.467853
18   -0.445090
19   -1.000000
20    0.781352
21    0.552416
22   -0.584199
23    1.000000
24   -0.306818
25   -0.413308
26   -1.000000
27   -0.045626
28   -0.219147
29   -0.292193
30    0.173243
31    1.000000
32   -1.000000
33   -1.000000
34    0.984430
35   -0.108523
36   -0.353199
37   -1.000000
38    0.200069
39    0.242515
40   -0.938354
41    1.000000
42   -1.000000
43    1.000000
44    0.564102
45   -1.000000
46   -1.000000
47    1.000000
48   -1.000000
49   -0.577132
dtype: float32","[  146.18504333  -106.29681396   979.0291748    230.34967041
   287.70959473   429.95529175     0.          -181.11540222
  -278.65692139   113.83481598  -212.38137054    89.46858978
   173.95115662     8.21823788    56.93225479   -43.90921402
  -182.33668518   -89.06491089  -166.55950928     0.
   196.70223999   297.26339722  -132.50439453     0.
     0.          -192.58387756  -205.1100769    -19.3249054
   -78.16194916  -143.25437927    54.5630722      0.
 -1572.87109375   -15.12135315   937.03497314   -14.40691662
  -373.15505981  -195.57606506    50.83981705   229.18101501
     0.             0.         -1428.57141113   729.00109863
    48.62265396   -68.00685883  -138.22502136    91.44345093
  -178.26646423   -69.42241669]"
9,2019-01-16,"0    -1.000000
1     1.000000
2     1.000000
3     0.803572
4     1.000000
5    -0.367455
6    -1.000000
7    -0.230552
8    -0.664470
9     0.875445
10    0.831424
11    0.065722
12    0.984476
13   -0.162262
14    0.447967
15   -0.028464
16   -0.414082
17    0.976638
18    1.000000
19    1.000000
20    0.409138
21    1.000000
22   -0.156878
23   -0.877430
24   -0.483837
25    0.853115
26   -0.101040
27    0.792262
28    0.007333
29   -0.396276
30   -1.000000
31   -0.188250
32    0.128811
33    0.544456
34   -0.080915
35   -0.293031
36    1.000000
37   -0.065548
38   -1.000000
39   -0.297198
40    0.304832
41   -1.000000
42   -0.643867
43   -0.223278
44    1.000000
45   -0.954458
46   -0.543414
47    0.147058
48    1.000000
49   -0.032457
dtype: float32","[-537.72113037  105.21996307  968.87957764  862.07171631  293.09011841
 -226.4074707     0.         -108.49088287 -370.02315521  192.57646179
  189.47328186    8.42951107  166.49064636   -1.26202381  145.03587341
   -4.19219017  -73.8351593   337.4954834   356.09237671  440.76553345
  103.62393188  523.3793335   -34.23868942    0.            0.
  361.40655518    0.          330.64645386    2.58152819 -190.70623779
 -310.24874878    0.          200.87863159   48.89402771  -75.07323456
  -38.29553986 1050.44226074  -12.32366371 -250.38684082 -276.45300293
   85.07954407    0.         -816.58796692 -162.10545349   83.10327911
  -64.58696747  -35.80958939   12.62684536  171.97615051   -3.79901838]"
