,0
Annual return,0.2625566919930191
Cumulative returns,0.5677238667150641
Annual volatility,0.2221867596528162
Sharpe ratio,1.1632855905376058
Calmar ratio,1.4034175405327518
Stability,0.8868467778584248
Max drawdown,-0.18708380393574808
Omega ratio,1.2312484473395797
Sortino ratio,1.6738378708602142
Skew,
Kurtosis,
Tail ratio,1.1919346340055288
Daily value at risk,-0.026967239174282596
