,0
Annual return,0.293963571894575
Cumulative returns,0.6438026189664898
Annual volatility,0.2607902269120781
Sharpe ratio,1.1207574135030285
Calmar ratio,1.7470764022432022
Stability,0.8114487695272328
Max drawdown,-0.1682602841622342
Omega ratio,1.2222574145135352
Sortino ratio,1.7152807252540399
Skew,
Kurtosis,
Tail ratio,1.4498761966958906
Daily value at risk,-0.031696628718272626
