,cash,asset_value,total_assets,reward,date
0,1000000.0,0.0,1000000.0,0.0,2019-01-03
1,937608.1415765722,61769.90146793835,999378.0430445105,-0.0006219569554894999,2019-01-04
2,913192.3049527567,87258.01982522698,1000450.3247779837,0.0004503247779836794,2019-01-07
3,856814.1589815497,143780.55397101922,1000594.7129525689,0.0005947129525689654,2019-01-08
4,803138.2268293543,196083.60049166513,999221.8273210195,-0.0007781726789805044,2019-01-09
5,838758.4979409025,162189.46658233195,1000947.9645232344,0.0009479645232344236,2019-01-10
6,804026.093708443,195116.52276795905,999142.616476402,-0.0008573835235979876,2019-01-11
7,805859.3866584479,194222.54463152963,1000081.9312899775,8.193128997757704e-05,2019-01-14
8,791795.3998098724,205137.57524052926,996932.9750504016,-0.003067024949598318,2019-01-15
9,760051.2997803147,242263.38563817923,1002314.6854184939,0.002314685418493889,2019-01-16
10,713972.3862037964,287813.17742265254,1001785.5636264489,0.0017855636264487718,2019-01-17
11,682762.5985789251,317196.78466484696,999959.3832437721,-4.061675622790695e-05,2019-01-18
12,624926.6960688378,380852.317627599,1005779.0136964368,0.005779013696436852,2019-01-21
13,624657.1168958124,383682.9172523113,1008340.0341481238,0.008340034148123898,2019-01-22
14,576044.7948617343,424453.98343406094,1000498.7782957952,0.0004987782957952547,2019-01-23
15,549780.474559803,449094.6308338477,998875.1053936507,-0.001124894606349236,2019-01-24
16,582798.2860359632,418606.47321948106,1001404.7592554443,0.0014047592554442545,2019-01-25
17,545407.8518929563,461563.3011632079,1006971.1530561643,0.006971153056164248,2019-01-28
18,503784.5525166313,503540.05896784784,1007324.6114844792,0.00732461148447916,2019-01-29
19,479007.5161550391,531222.1514123563,1010229.6675673954,0.010229667567395406,2019-01-30
20,477293.6608657563,528553.2585439916,1005846.9194097479,0.005846919409747908,2019-01-31
21,447460.4068294993,564388.3086414048,1011848.7154709041,0.011848715470904159,2019-02-01
22,433569.84966450534,587665.874922678,1021235.7245871833,0.021235724587183258,2019-02-11
23,461290.6111408248,569433.7801077547,1030724.3912485796,0.030724391248579508,2019-02-12
24,454190.84676221904,578865.3584948333,1033056.2052570523,0.03305620525705222,2019-02-13
25,426516.26246072014,620756.8769252769,1047273.1393859971,0.04727313938599709,2019-02-14
26,387785.6743579807,659430.6833899573,1047216.357747938,0.04721635774793809,2019-02-15
27,380820.9275100221,650464.1443553788,1031285.071865401,0.03128507186540097,2019-02-18
28,372375.8855523734,681042.5519947679,1053418.4375471412,0.05341843754714115,2019-02-19
29,331028.9548271094,724830.4137304856,1055859.368557595,0.05585936855759499,2019-02-20
