,date,actions,transactions
0,2019-01-03,"0    -1.0
1    -1.0
2     1.0
3     1.0
4    -1.0
5    -1.0
6     1.0
7    -1.0
8     1.0
9    -1.0
10   -1.0
11   -1.0
12   -1.0
13    1.0
14    1.0
15   -1.0
16    1.0
17   -1.0
18   -1.0
19   -1.0
20   -1.0
21    1.0
22    1.0
23   -1.0
24    1.0
25    1.0
26    1.0
27   -1.0
28    1.0
29    1.0
30   -1.0
31    1.0
32    1.0
33    1.0
34   -1.0
35   -1.0
36   -1.0
37   -1.0
38    1.0
39   -1.0
40   -1.0
41   -1.0
42    1.0
43   -1.0
44   -1.0
45    1.0
46    1.0
47    1.0
48   -1.0
49   -1.0
dtype: float32","[   0.            0.          992.89093018 1141.31799316    0.
    0.          215.42066956    0.          986.99145508    0.
    0.            0.            0.            8.5697546   322.70349121
    0.          187.71446228    0.            0.            0.
    0.          589.10162354  233.97833252    0.          360.73995972
  578.99853516  318.7149353     0.          368.51959229  487.98577881
    0.            0.         1563.9173584    95.3532486     0.
    0.            0.            0.          256.9135437     0.
    0.            0.         1510.7565918     0.            0.
   69.01368713  137.47557068   90.88677979    0.            0.        ]"
1,2019-01-04,"0    -1.0
1    -1.0
2     1.0
3     1.0
4    -1.0
5    -1.0
6     1.0
7    -1.0
8     1.0
9    -1.0
10    1.0
11    1.0
12   -1.0
13    1.0
14    1.0
15   -1.0
16    1.0
17   -1.0
18   -1.0
19   -1.0
20   -1.0
21    1.0
22    1.0
23   -1.0
24   -1.0
25    1.0
26    1.0
27   -1.0
28    1.0
29    1.0
30    1.0
31    1.0
32   -1.0
33    1.0
34   -1.0
35   -1.0
36   -1.0
37   -1.0
38    1.0
39   -1.0
40    1.0
41   -1.0
42    1.0
43   -1.0
44   -1.0
45    1.0
46    1.0
47    1.0
48   -1.0
49   -1.0
dtype: float32","[    0.             0.           989.39367676  1134.53295898
     0.             0.           212.73698425     0.
   990.80529785     0.           242.87289429   141.74705505
     0.             8.70018864   316.57992554     0.
   191.63769531     0.             0.             0.
     0.           577.24053955   235.86685181     0.
  -358.46920776   551.96166992   320.1557312      0.
   365.79119873   485.71984863   328.70516968     0.
 -1555.11315918    94.49687958     0.             0.
     0.             0.           254.23686218     0.
   310.79064941     0.          1470.45849609     0.
     0.            69.5187912    138.08988953    94.15859222
     0.             0.        ]"
2,2019-01-07,"0    -1.0
1    -1.0
2     1.0
3     1.0
4    -1.0
5     1.0
6    -1.0
7    -1.0
8     1.0
9    -1.0
10    1.0
11    1.0
12   -1.0
13    1.0
14    1.0
15   -1.0
16    1.0
17   -1.0
18   -1.0
19    1.0
20   -1.0
21    1.0
22    1.0
23   -1.0
24    1.0
25    1.0
26    1.0
27   -1.0
28    1.0
29    1.0
30    1.0
31    1.0
32   -1.0
33    1.0
34   -1.0
35   -1.0
36   -1.0
37   -1.0
38   -1.0
39   -1.0
40    1.0
41   -1.0
42    1.0
43   -1.0
44   -1.0
45    1.0
46    1.0
47    1.0
48    1.0
49   -1.0
dtype: float32","[   0.            0.          970.55340576 1121.17675781    0.
  643.63317871 -207.48265076    0.          981.29650879    0.
  234.17120361  133.19268799    0.            8.52676296  317.08987427
    0.          190.4907074     0.            0.          457.73294067
    0.          539.24053955  233.56192017    0.          349.27908325
  501.83169556  313.42263794    0.          357.36749268  471.68920898
  309.69338989    0.           -8.80419922   92.97741699    0.
    0.            0.            0.         -250.14257812    0.
  290.93786621    0.         1435.99755859    0.            0.
   69.44203186  136.24461365   93.46842957  171.15492249    0.        ]"
3,2019-01-08,"0     1.0
1    -1.0
2     1.0
3     1.0
4    -1.0
5    -1.0
6    -1.0
7    -1.0
8     1.0
9    -1.0
10    1.0
11    1.0
12   -1.0
13    1.0
14    1.0
15   -1.0
16    1.0
17   -1.0
18   -1.0
19    1.0
20   -1.0
21    1.0
22    1.0
23    1.0
24   -1.0
25    1.0
26    1.0
27    1.0
28    1.0
29   -1.0
30    1.0
31    1.0
32    1.0
33    1.0
34   -1.0
35   -1.0
36   -1.0
37   -1.0
38   -1.0
39   -1.0
40    1.0
41   -1.0
42    1.0
43   -1.0
44   -1.0
45    1.0
46    1.0
47    1.0
48    1.0
49   -1.0
dtype: float32","[ 544.72161865    0.          973.91845703 1103.85021973    0.
 -638.09692383 -207.40174866    0.          968.26043701    0.
  234.38635254  135.13221741    0.            8.47761536  318.52612305
    0.          186.4203949     0.            0.          448.10494995
    0.          537.5534668   230.99809265    0.         -339.99264526
  497.90383911  313.77078247  436.54016113  358.07385254 -467.88879395
  309.14004517    0.         1542.02001953   93.45637512    0.
    0.            0.            0.         -253.35697937    0.
  291.10217285    0.         1435.99755859    0.            0.
   68.08047485  136.96153259   92.24275208  163.73043823    0.        ]"
4,2019-01-09,"0     1.0
1    -1.0
2     1.0
3     1.0
4    -1.0
5    -1.0
6    -1.0
7    -1.0
8     1.0
9    -1.0
10    1.0
11   -1.0
12   -1.0
13    1.0
14    1.0
15   -1.0
16    1.0
17   -1.0
18   -1.0
19    1.0
20   -1.0
21    1.0
22    1.0
23    1.0
24   -1.0
25    1.0
26    1.0
27    1.0
28    1.0
29    1.0
30    1.0
31    1.0
32   -1.0
33    1.0
34   -1.0
35   -1.0
36   -1.0
37   -1.0
38   -1.0
39   -1.0
40    1.0
41   -1.0
42    1.0
43   -1.0
44   -1.0
45    1.0
46    1.0
47    1.0
48    1.0
49   -1.0
dtype: float32","[  545.8157959      0.           975.62878418  1091.2265625
     0.            -5.53625488   -13.27325439     0.
   971.94952393     0.           231.51255798  -134.10578918
     0.             8.48742867   337.18624878     0.
   186.22805786     0.             0.           449.6807251
     0.           540.37115479   232.735672       0.
   -11.55718994   477.33151245   307.46713257   436.91400146
   356.66390991   467.88879395   309.32363892     0.
 -1542.02001953    94.29372406     0.             0.
     0.             0.            -7.65084839     0.
   289.95425415     0.          1443.50134277     0.
     0.            67.48731232   138.24452209    93.65435791
   167.44416809     0.        ]"
5,2019-01-10,"0    -1.0
1    -1.0
2     1.0
3     1.0
4    -1.0
5    -1.0
6    -1.0
7    -1.0
8     1.0
9    -1.0
10    1.0
11   -1.0
12   -1.0
13    1.0
14    1.0
15   -1.0
16    1.0
17   -1.0
18   -1.0
19   -1.0
20   -1.0
21    1.0
22    1.0
23    1.0
24   -1.0
25    1.0
26    1.0
27    1.0
28    1.0
29    1.0
30   -1.0
31    1.0
32    1.0
33    1.0
34   -1.0
35   -1.0
36   -1.0
37   -1.0
38    1.0
39   -1.0
40   -1.0
41   -1.0
42   -1.0
43   -1.0
44   -1.0
45    1.0
46    1.0
47    1.0
48    1.0
49   -1.0
dtype: float32","[ -544.1762085      0.           973.91845703  1068.78710938
     0.             0.             0.             0.
   964.59918213     0.           228.81095886  -130.36245728
     0.             8.33135033   333.75610352     0.
   185.33482361     0.             0.          -435.13827515
     0.           533.11157227   230.6943512      0.
     0.           455.92565918   306.6355896    422.85443115
   353.64431763   475.55187988  -308.95666504     0.
  1550.72424316    92.38967896     0.             0.
     0.             0.           252.11143494     0.
  -286.72354126     0.         -1424.86682129     0.
     0.            67.54155731   137.07568359    90.39009094
   166.9432373      0.        ]"
6,2019-01-11,"0     1.0
1     1.0
2     1.0
3     1.0
4    -1.0
5    -1.0
6     1.0
7    -1.0
8    -1.0
9     1.0
10    1.0
11    1.0
12    1.0
13   -1.0
14    1.0
15   -1.0
16    1.0
17   -1.0
18   -1.0
19    1.0
20   -1.0
21    1.0
22    1.0
23    1.0
24   -1.0
25    1.0
26    1.0
27    1.0
28   -1.0
29    1.0
30    1.0
31    1.0
32    1.0
33    1.0
34   -1.0
35   -1.0
36   -1.0
37    1.0
38    1.0
39   -1.0
40   -1.0
41   -1.0
42   -1.0
43   -1.0
44   -1.0
45    1.0
46    1.0
47    1.0
48   -1.0
49    1.0
dtype: float32","[  545.8157959    102.19869995   977.3260498   1078.86499023
     0.             0.           204.7535553      0.
  -971.94952393   222.63186646   227.58514404   128.64813232
   177.25341797    -8.29566956   322.91604614     0.
   184.45011902     0.             0.           438.87368774
     0.           543.21258545   227.69810486     0.
     0.           470.70343018   306.80117798   426.01776123
  -354.33599854   486.6227417    312.48828125     0.
  1568.38146973    91.50587463     0.             0.
     0.           191.03291321   252.48316956     0.
  -293.59262085     0.         -1435.99755859     0.
     0.            67.66870117   136.71549988    91.93795776
  -169.65139771   115.09281158]"
7,2019-01-14,"0     1.0
1     1.0
2     1.0
3     1.0
4    -1.0
5    -1.0
6     1.0
7    -1.0
8    -1.0
9     1.0
10   -1.0
11   -1.0
12   -1.0
13    1.0
14    1.0
15   -1.0
16    1.0
17   -1.0
18   -1.0
19   -1.0
20   -1.0
21    1.0
22    1.0
23    1.0
24   -1.0
25    1.0
26    1.0
27    1.0
28   -1.0
29    1.0
30    1.0
31    1.0
32    1.0
33    1.0
34   -1.0
35   -1.0
36   -1.0
37    1.0
38    1.0
39   -1.0
40   -1.0
41   -1.0
42   -1.0
43   -1.0
44   -1.0
45    1.0
46    1.0
47    1.0
48    1.0
49   -1.0
dtype: float32","[  540.92651367   103.6557312    972.23303223  1068.78710938
     0.             0.           200.03359985     0.
  -952.00012207   219.71261597  -230.05006409  -129.3838501
  -175.18902588     8.0724535    323.23336792     0.
   182.33668518     0.             0.          -439.63000488
     0.           539.80523682   223.72665405     0.
     0.           473.3324585    305.97320557   421.11645508
  -352.72622681   484.81558228   311.54977417     0.
  1559.47851562    90.60778046     0.             0.
     0.           191.71852112   250.6315918      0.
  -289.6267395      0.         -1424.86682129     0.
     0.            67.66870117   136.64001465    90.79238129
   168.00454712  -114.88600922]"
8,2019-01-15,"0    -1.0
1     1.0
2     1.0
3     1.0
4    -1.0
5    -1.0
6    -1.0
7    -1.0
8    -1.0
9     1.0
10    1.0
11   -1.0
12   -1.0
13    1.0
14    1.0
15   -1.0
16    1.0
17   -1.0
18   -1.0
19    1.0
20   -1.0
21    1.0
22    1.0
23    1.0
24    1.0
25    1.0
26    1.0
27    1.0
28    1.0
29    1.0
30    1.0
31    1.0
32    1.0
33    1.0
34   -1.0
35   -1.0
36   -1.0
37    1.0
38    1.0
39   -1.0
40   -1.0
41   -1.0
42   -1.0
43   -1.0
44   -1.0
45    1.0
46    1.0
47    1.0
48    1.0
49   -1.0
dtype: float32","[-5.40388672e+02  1.06296814e+02  9.79029175e+02  1.08091748e+03
  0.00000000e+00  0.00000000e+00 -2.01174057e+02  0.00000000e+00
 -9.53779846e+02  2.22363541e+02  2.38220016e+02 -1.33242020e+02
 -2.06439209e+00  8.21823788e+00  3.24513062e+02  0.00000000e+00
  1.82336685e+02  0.00000000e+00  0.00000000e+00  4.50872894e+02
  0.00000000e+00  5.38114685e+02  2.26813950e+02  0.00000000e+00
  3.08065765e+02  4.65957184e+02  3.04165863e+02  4.23552917e+02
  3.56663910e+02  4.90272980e+02  3.14950714e+02  0.00000000e+00
  1.57287109e+03  9.21146164e+01  0.00000000e+00  0.00000000e+00
  0.00000000e+00  1.95576065e+02  2.54111526e+02  0.00000000e+00
 -2.87845978e+02  0.00000000e+00 -1.42857141e+03  0.00000000e+00
  0.00000000e+00  6.80068588e+01  1.38225021e+02  9.14434509e+01
  1.78266464e+02 -2.06802368e-01]"
9,2019-01-16,"0    -1.0
1     1.0
2     1.0
3     1.0
4    -1.0
5    -1.0
6     1.0
7    -1.0
8    -1.0
9     1.0
10   -1.0
11   -1.0
12   -1.0
13    1.0
14    1.0
15   -1.0
16    1.0
17   -1.0
18   -1.0
19   -1.0
20   -1.0
21    1.0
22    1.0
23    1.0
24   -1.0
25    1.0
26    1.0
27    1.0
28    1.0
29    1.0
30    1.0
31    1.0
32    1.0
33    1.0
34   -1.0
35   -1.0
36   -1.0
37    1.0
38    1.0
39   -1.0
40   -1.0
41   -1.0
42   -1.0
43   -1.0
44   -1.0
45    1.0
46    1.0
47    1.0
48    1.0
49   -1.0
dtype: float32","[ -537.72113037   105.21996307   968.87957764  1072.8001709
     0.             0.           197.49575806     0.
  -943.20043945   219.97554016  -227.8901062    -11.62597656
     0.             7.77767801   323.76498413     0.
   178.31033325     0.             0.          -440.76553345
     0.           523.3793335    218.25007629     0.
  -291.17337036   423.63186646   303.35018921   417.34484863
   352.04077148   481.24584961   310.24874878     0.
  1559.47851562    89.80352783     0.             0.
     0.           188.00950623   250.38684082     0.
   -24.99606323     0.         -1413.90722656     0.
     0.            67.66870117   136.62098694    85.86299896
   171.97615051     0.        ]"
10,2019-01-17,"0    -1.0
1     1.0
2     1.0
3     1.0
4    -1.0
5    -1.0
6     1.0
7    -1.0
8    -1.0
9     1.0
10   -1.0
11   -1.0
12    1.0
13    1.0
14    1.0
15   -1.0
16    1.0
17   -1.0
18   -1.0
19   -1.0
20    1.0
21    1.0
22    1.0
23    1.0
24   -1.0
25    1.0
26    1.0
27    1.0
28   -1.0
29    1.0
30   -1.0
31    1.0
32    1.0
33    1.0
34   -1.0
35   -1.0
36   -1.0
37    1.0
38    1.0
39   -1.0
40   -1.0
41   -1.0
42   -1.0
43   -1.0
44   -1.0
45    1.0
46    1.0
47    1.0
48    1.0
49   -1.0
dtype: float32","[-536.65917969    0.            0.            0.            0.
    0.            0.            0.         -950.22711182    0.
 -224.47798157    0.            0.            0.            0.
    0.            0.            0.            0.         -489.73995972
    0.            0.            0.            0.          -16.89239502
    0.            0.            0.         -351.13098145    0.
 -310.8041687     0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.         -168.50170898    0.            0.
    0.            0.            0.            0.            0.        ]"
