,date,actions,transactions
0,2019-01-03,"0     1.0
1    -1.0
2    -1.0
3    -1.0
4     1.0
5     1.0
6    -1.0
7     1.0
8    -1.0
9    -1.0
10    1.0
11    1.0
12   -1.0
13    1.0
14    1.0
15   -1.0
16    1.0
17    1.0
18   -1.0
19   -1.0
20    1.0
21    1.0
22   -1.0
23   -1.0
24   -1.0
25    1.0
26    1.0
27   -1.0
28    1.0
29   -1.0
30    1.0
31    1.0
32   -1.0
33   -1.0
34    1.0
35    1.0
36    1.0
37   -1.0
38    1.0
39   -1.0
40   -1.0
41   -1.0
42    1.0
43   -1.0
44    1.0
45   -1.0
46    1.0
47    1.0
48   -1.0
49    1.0
dtype: float32","[ 560.44384766    0.            0.            0.            0.
  645.23620605    0.          469.36898804    0.            0.
  236.56208801  136.66281128    0.            8.5697546   322.70349121
    0.          187.71446228  393.12194824    0.            0.
  239.11546326  589.10162354    0.            0.            0.
  578.99853516  318.7149353     0.          368.51959229    0.
  337.24310303    0.            0.            0.          973.48236084
  126.71027374 1056.50170898    0.          256.9135437     0.
    0.            0.         1510.7565918     0.           84.46516418
    0.          137.47557068   90.88677979    0.          117.63321686]"
1,2019-01-04,"0     1.0
1    -1.0
2    -1.0
3    -1.0
4     1.0
5    -1.0
6    -1.0
7     1.0
8    -1.0
9    -1.0
10    1.0
11    1.0
12   -1.0
13    1.0
14    1.0
15   -1.0
16   -1.0
17    1.0
18   -1.0
19   -1.0
20    1.0
21    1.0
22   -1.0
23   -1.0
24   -1.0
25    1.0
26    1.0
27   -1.0
28    1.0
29    1.0
30   -1.0
31    1.0
32   -1.0
33    1.0
34    1.0
35    1.0
36    1.0
37   -1.0
38    1.0
39   -1.0
40   -1.0
41   -1.0
42    1.0
43    1.0
44    1.0
45   -1.0
46    1.0
47   -1.0
48   -1.0
49    1.0
dtype: float32","[ 554.16400146    0.            0.            0.            0.
 -645.23620605    0.          461.87243652    0.            0.
  242.87289429  141.74705505    0.            8.70018864  316.57992554
    0.         -187.71446228  383.10653687    0.            0.
  260.52520752  577.24053955    0.            0.            0.
  551.96166992  320.1557312     0.          365.79119873  485.71984863
 -328.70516968    0.            0.           94.49687958  953.61608887
  124.94564819 1056.50170898    0.          254.23686218    0.
    0.            0.         1470.45849609  739.10925293   88.64556885
    0.          138.08988953  -90.88677979    0.          118.82553101]"
2,2019-01-07,"0     1.0
1    -1.0
2    -1.0
3    -1.0
4     1.0
5    -1.0
6    -1.0
7     1.0
8    -1.0
9    -1.0
10    1.0
11    1.0
12   -1.0
13    1.0
14    1.0
15   -1.0
16   -1.0
17    1.0
18   -1.0
19    1.0
20    1.0
21    1.0
22   -1.0
23   -1.0
24   -1.0
25    1.0
26    1.0
27   -1.0
28    1.0
29    1.0
30   -1.0
31    1.0
32    1.0
33    1.0
34    1.0
35    1.0
36    1.0
37   -1.0
38    1.0
39   -1.0
40   -1.0
41   -1.0
42    1.0
43    1.0
44    1.0
45   -1.0
46    1.0
47    1.0
48   -1.0
49    1.0
dtype: float32","[ 545.8157959     0.            0.            0.            0.
    0.            0.          449.40991211    0.            0.
  234.17120361  133.19268799    0.            8.52676296  317.08987427
    0.            0.          364.68399048    0.          457.73294067
  243.18238831  539.24053955    0.            0.            0.
  501.83169556  313.42263794    0.          357.36749268  471.68920898
   -8.53793335    0.         1533.41308594   92.97741699  909.73602295
  119.82476807 1042.47021484    0.          250.14257812    0.
    0.            0.         1435.99755859  731.00482178   88.4592514
    0.          136.24461365   93.46842957    0.          115.83190155]"
3,2019-01-08,"0     1.0
1    -1.0
2    -1.0
3    -1.0
4     1.0
5     1.0
6    -1.0
7     1.0
8    -1.0
9    -1.0
10    1.0
11    1.0
12   -1.0
13    1.0
14    1.0
15   -1.0
16   -1.0
17    1.0
18   -1.0
19    1.0
20   -1.0
21    1.0
22   -1.0
23   -1.0
24   -1.0
25    1.0
26    1.0
27   -1.0
28    1.0
29    1.0
30   -1.0
31    1.0
32   -1.0
33    1.0
34    1.0
35    1.0
36    1.0
37   -1.0
38    1.0
39   -1.0
40   -1.0
41   -1.0
42    1.0
43    1.0
44    1.0
45   -1.0
46    1.0
47   -1.0
48   -1.0
49   -1.0
dtype: float32","[  544.72161865     0.             0.             0.
     0.           638.09692383     0.           451.99783325
     0.             0.           234.38635254   135.13221741
     0.             8.47761536   318.52612305     0.
     0.           353.55178833     0.           448.10494995
  -238.31880188   537.5534668      0.             0.
     0.           497.90383911   313.77078247     0.
   358.07385254   467.88879395     0.             0.
 -1533.41308594    93.45637512   924.45367432   128.4617157
  1048.43786621     0.           253.35697937     0.
     0.             0.          1435.99755859   728.00335693
    86.93671417     0.           136.96153259   -92.24275208
     0.          -111.8358078 ]"
4,2019-01-09,"0     1.0
1    -1.0
2    -1.0
3    -1.0
4     1.0
5     1.0
6    -1.0
7     1.0
8    -1.0
9    -1.0
10    1.0
11    1.0
12   -1.0
13    1.0
14    1.0
15   -1.0
16   -1.0
17    1.0
18   -1.0
19   -1.0
20    1.0
21    1.0
22   -1.0
23   -1.0
24   -1.0
25    1.0
26    1.0
27   -1.0
28    1.0
29    1.0
30   -1.0
31    1.0
32   -1.0
33    1.0
34    1.0
35    1.0
36    1.0
37   -1.0
38    1.0
39   -1.0
40   -1.0
41   -1.0
42    1.0
43   -1.0
44    1.0
45   -1.0
46    1.0
47   -1.0
48   -1.0
49    1.0
dtype: float32","[ 5.45815796e+02  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  6.41247620e+02  0.00000000e+00  4.58404388e+02
  0.00000000e+00  0.00000000e+00  2.31512558e+02  1.34105789e+02
  0.00000000e+00  8.48742867e+00  3.37186249e+02  0.00000000e+00
  0.00000000e+00  3.56343628e+02  0.00000000e+00 -4.49680725e+02
  2.43656403e+02  5.40371155e+02  0.00000000e+00  0.00000000e+00
  0.00000000e+00  4.77331512e+02  3.07467133e+02  0.00000000e+00
  3.56663910e+02  4.67888794e+02  0.00000000e+00  0.00000000e+00
  0.00000000e+00  9.42937241e+01  9.43111511e+02  1.32315735e+02
  1.05650171e+03  0.00000000e+00  2.56399750e+02  0.00000000e+00
  0.00000000e+00  0.00000000e+00  1.44350134e+03 -7.27008362e+02
  8.47486343e+01  0.00000000e+00  1.38244522e+02 -1.22567749e+00
  0.00000000e+00  1.14942261e+02]"
5,2019-01-10,"0     1.0
1    -1.0
2    -1.0
3    -1.0
4     1.0
5     1.0
6    -1.0
7     1.0
8    -1.0
9    -1.0
10    1.0
11    1.0
12   -1.0
13    1.0
14    1.0
15   -1.0
16    1.0
17    1.0
18   -1.0
19    1.0
20    1.0
21    1.0
22   -1.0
23   -1.0
24   -1.0
25    1.0
26    1.0
27   -1.0
28    1.0
29    1.0
30    1.0
31    1.0
32   -1.0
33    1.0
34    1.0
35    1.0
36   -1.0
37   -1.0
38    1.0
39   -1.0
40   -1.0
41   -1.0
42    1.0
43    1.0
44    1.0
45   -1.0
46    1.0
47   -1.0
48   -1.0
49    1.0
dtype: float32","[  544.1762085      0.             0.             0.
     0.           640.45910645     0.           452.7427063
     0.             0.           228.81095886   130.36245728
     0.             8.33135033   333.75610352     0.
   185.33482361   355.60360718     0.           435.13827515
   236.07064819   533.11157227     0.             0.
     0.           455.92565918   306.6355896      0.
   353.64431763   475.55187988   308.95666504     0.
     0.            92.38967896   939.67297363   131.47999573
 -1044.4519043      0.           252.11143494     0.
     0.             0.          1424.86682129   727.00836182
    82.93964386     0.           137.07568359     0.
     0.           113.24002075]"
6,2019-01-11,"0     1.0
1    -1.0
2    -1.0
3    -1.0
4     1.0
5    -1.0
6    -1.0
7     1.0
8    -1.0
9    -1.0
10   -1.0
11    1.0
12   -1.0
13    1.0
14    1.0
15   -1.0
16   -1.0
17   -1.0
18   -1.0
19   -1.0
20   -1.0
21    1.0
22    1.0
23   -1.0
24   -1.0
25   -1.0
26    1.0
27   -1.0
28    1.0
29   -1.0
30   -1.0
31    1.0
32   -1.0
33    1.0
34    1.0
35    1.0
36    1.0
37    1.0
38    1.0
39   -1.0
40   -1.0
41    1.0
42    1.0
43    1.0
44    1.0
45    1.0
46    1.0
47    1.0
48   -1.0
49    1.0
dtype: float32","[ 545.8157959     0.            0.            0.          307.04797363
 -646.03656006    0.          458.02224731    0.            0.
 -227.58514404  128.64813232    0.            8.29566956  322.91604614
    0.         -184.45011902 -347.81158447    0.         -438.87368774
 -243.06416321  543.21258545  227.69810486    0.            0.
 -470.70343018  306.80117798    0.          354.33599854 -486.6227417
 -308.95666504    0.            0.           91.50587463  957.17596436
  132.92428589 1052.4543457   191.03291321  252.48316956    0.
    0.            0.         1435.99755859  725.0369873    84.04364014
   67.66870117  136.71549988   91.93795776    0.          115.09281158]"
7,2019-01-14,"0     1.0
1    -1.0
2    -1.0
3    -1.0
4     1.0
5     1.0
6    -1.0
7     1.0
8    -1.0
9    -1.0
10   -1.0
11    1.0
12   -1.0
13    1.0
14    1.0
15   -1.0
16   -1.0
17    1.0
18   -1.0
19   -1.0
20   -1.0
21    1.0
22    1.0
23   -1.0
24   -1.0
25    1.0
26    1.0
27   -1.0
28    1.0
29   -1.0
30    1.0
31    1.0
32   -1.0
33    1.0
34    1.0
35    1.0
36    1.0
37    1.0
38    1.0
39   -1.0
40   -1.0
41   -1.0
42    1.0
43   -1.0
44    1.0
45    1.0
46    1.0
47    1.0
48   -1.0
49    1.0
dtype: float32","[ 5.40926514e+02  0.00000000e+00  0.00000000e+00  0.00000000e+00
  3.03971680e+02  6.34203857e+02  0.00000000e+00  4.58404388e+02
  0.00000000e+00  0.00000000e+00 -2.30050064e+02  1.29383850e+02
  0.00000000e+00  8.07245350e+00  3.23233368e+02  0.00000000e+00
 -8.84704590e-01  3.55161560e+02  0.00000000e+00 -4.39630005e+02
 -2.44489212e+02  5.39805237e+02  2.23726654e+02  0.00000000e+00
  0.00000000e+00  4.73332458e+02  3.05973206e+02  0.00000000e+00
  3.52726227e+02 -4.84815582e+02  3.11549774e+02  0.00000000e+00
  0.00000000e+00  9.06077805e+01  9.37963135e+02  1.31779739e+02
  1.04843787e+03  1.91718521e+02  2.50631592e+02  0.00000000e+00
  0.00000000e+00  0.00000000e+00  1.42486682e+03 -7.22084229e+02
  8.32402420e+01  6.76687012e+01  1.36640015e+02  9.07923813e+01
  0.00000000e+00  1.14886009e+02]"
8,2019-01-15,"0     1.0
1    -1.0
2    -1.0
3    -1.0
4     1.0
5    -1.0
6    -1.0
7     1.0
8    -1.0
9    -1.0
10   -1.0
11    1.0
12   -1.0
13    1.0
14    1.0
15   -1.0
16   -1.0
17    1.0
18   -1.0
19   -1.0
20   -1.0
21    1.0
22    1.0
23   -1.0
24   -1.0
25    1.0
26    1.0
27   -1.0
28    1.0
29   -1.0
30    1.0
31    1.0
32   -1.0
33    1.0
34    1.0
35    1.0
36    1.0
37   -1.0
38    1.0
39   -1.0
40   -1.0
41   -1.0
42    1.0
43   -1.0
44    1.0
45    1.0
46    1.0
47   -1.0
48   -1.0
49    1.0
dtype: float32","[ 540.38867188    0.            0.            0.          303.43487549
 -619.82446289    0.          466.97549438    0.            0.
 -238.22001648  133.24201965    0.            8.21823788  324.51306152
    0.            0.          353.40435791    0.          -12.79174805
 -251.74586487  538.11468506  226.81394958    0.            0.
  465.95718384  304.16586304    0.          356.66390991 -490.27297974
  314.95071411    0.            0.           92.11461639  951.85516357
  132.75488281 1056.50170898 -195.57606506  254.11152649    0.
    0.            0.         1428.57141113 -729.00109863   86.19486237
   68.00685883  138.22502136  -91.44345093    0.          120.28859711]"
9,2019-01-16,"0     1.0
1    -1.0
2    -1.0
3    -1.0
4     1.0
5    -1.0
6    -1.0
7     1.0
8    -1.0
9    -1.0
10   -1.0
11    1.0
12   -1.0
13    1.0
14    1.0
15   -1.0
16   -1.0
17    1.0
18   -1.0
19   -1.0
20   -1.0
21    1.0
22    1.0
23   -1.0
24   -1.0
25   -1.0
26    1.0
27   -1.0
28    1.0
29   -1.0
30    1.0
31    1.0
32   -1.0
33    1.0
34    1.0
35    1.0
36    1.0
37    1.0
38    1.0
39   -1.0
40   -1.0
41    1.0
42    1.0
43   -1.0
44    1.0
45    1.0
46    1.0
47   -1.0
48   -1.0
49    1.0
dtype: float32","[   0.            0.            0.            0.            0.
 -616.1505127     0.            0.            0.            0.
 -227.8901062     0.            0.            0.            0.
    0.            0.            0.            0.            0.
 -244.93206787    0.            0.            0.            0.
 -423.63186646    0.            0.            0.         -481.24584961
    0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.         -726.02661133    0.
    0.            0.          -85.86299896    0.            0.        ]"
