,0
Annual return,0.6236242291928362
Cumulative returns,1.546457117341356
Annual volatility,0.26081019765688274
Sharpe ratio,1.9945108920064238
Calmar ratio,3.8940781356298335
Stability,0.8799189844868007
Max drawdown,-0.1601468197278405
Omega ratio,1.4308499403122457
Sortino ratio,2.969280308443028
Skew,
Kurtosis,
Tail ratio,1.2957848621581032
Daily value at risk,-0.030794755113902974
