,0
Annual return,0.3227842386680251
Cumulative returns,0.7151426104271423
Annual volatility,0.23962911825791441
Sharpe ratio,1.289893174642619
Calmar ratio,1.9119708158842539
Stability,0.7909866452301435
Max drawdown,-0.16882278536178538
Omega ratio,1.2691144390323996
Sortino ratio,1.9197757182426534
Skew,
Kurtosis,
Tail ratio,1.2367263644529265
Daily value at risk,-0.028963859847281878
