,0
Annual return,0.3057701138846616
Cumulative returns,0.6728509762833952
Annual volatility,0.2507396743387214
Sharpe ratio,1.1928525444450693
Calmar ratio,1.4355759150104475
Stability,0.8737830428649862
Max drawdown,-0.21299473659840296
Omega ratio,1.2468809224656796
Sortino ratio,1.709234544745928
Skew,
Kurtosis,
Tail ratio,1.19151052289908
Daily value at risk,-0.030403342884455137
