,0
Annual return,0.35094468581738747
Cumulative returns,0.7862567368953881
Annual volatility,0.24299378873209465
Sharpe ratio,1.363136861614803
Calmar ratio,1.5250986604558994
Stability,0.8996702725337122
Max drawdown,-0.23011277559740245
Omega ratio,1.2762063073260217
Sortino ratio,1.9642219394941351
Skew,
Kurtosis,
Tail ratio,1.2698731737901594
Daily value at risk,-0.02929991996372119
