,0
Annual return,0.46143513585597606
Cumulative returns,1.0786871026058256
Annual volatility,0.2369787678810217
Sharpe ratio,1.7242551875391414
Calmar ratio,3.1800162029094463
Stability,0.9186196675297224
Max drawdown,-0.14510464928883127
Omega ratio,1.3796228420697527
Sortino ratio,2.553659685967724
Skew,
Kurtosis,
Tail ratio,1.2775105285751893
Daily value at risk,-0.028235042698145744
