,0
Annual return,0.3061938686513628
Cumulative returns,0.6738981199863678
Annual volatility,0.2580482481811931
Sharpe ratio,1.1670592479866533
Calmar ratio,1.12884023515441
Stability,0.876409211240965
Max drawdown,-0.27124641655732584
Omega ratio,1.2448959631652872
Sortino ratio,1.6965789524371655
Skew,
Kurtosis,
Tail ratio,1.346480706070615
Daily value at risk,-0.031315953558941
