,0
Annual return,0.5079298390222364
Cumulative returns,1.2081102850845276
Annual volatility,0.27353380795214277
Sharpe ratio,1.6425298665041663
Calmar ratio,2.6310139787051403
Stability,0.9274128075048306
Max drawdown,-0.19305478539198612
Omega ratio,1.3393861794147335
Sortino ratio,2.5189068413159057
Skew,
Kurtosis,
Tail ratio,1.4894382977684983
Daily value at risk,-0.032679133821660517
