,0
Annual return,0.20900725265341102
Cumulative returns,0.4420158476098732
Annual volatility,0.23975256691665936
Sharpe ratio,0.9134972222280858
Calmar ratio,1.0663990527129819
Stability,0.82225787139746
Max drawdown,-0.19599347178871201
Omega ratio,1.179911017022665
Sortino ratio,1.3300410550554933
Skew,
Kurtosis,
Tail ratio,1.1471798975338097
Daily value at risk,-0.029336883790118288
