,0
Annual return,0.20624318557247023
Cumulative returns,0.435664524945069
Annual volatility,0.28642650321720753
Sharpe ratio,0.7998395774336228
Calmar ratio,0.7288431778574046
Stability,0.8016732207736896
Max drawdown,-0.28297333615547804
Omega ratio,1.1697095735549639
Sortino ratio,1.1526387561340636
Skew,
Kurtosis,
Tail ratio,1.1732452483710296
Daily value at risk,-0.035177239300110456
