,date,actions,transactions
0,2019-01-03,"0     0.359992
1    -0.883088
2    -0.537921
3     0.193124
4     0.660574
5     1.000000
6     0.198392
7    -0.914963
8    -0.568090
9    -0.451131
10    0.129996
11    0.102109
12    1.000000
13    0.402408
14    0.508416
15    1.000000
16    0.774840
17   -0.255929
18   -1.000000
19    0.901661
20    0.119577
21   -0.892007
22    0.569666
23    1.000000
24    1.000000
25   -0.922139
26    0.309058
27    0.219757
28   -0.510354
29   -1.000000
30    0.301044
31    0.922542
32    1.000000
33    0.142712
34    1.000000
35   -0.655984
36    0.031436
37    0.456952
38   -0.553616
39   -0.679819
40    0.382724
41   -0.902322
42   -0.279931
43   -0.803310
44    0.859279
45   -1.000000
46    0.933224
47   -0.060260
48    1.000000
49   -1.000000
dtype: float32","[ 201.75520325    0.            0.          220.41578674    0.
  645.23620605   42.73770523    0.            0.            0.
   30.75217056   13.95454884  190.40438843    3.44853425  164.06776428
  168.67445374  145.44873047    0.            0.          414.20239258
   28.59263992    0.          133.28942871    0.          360.73995972
    0.           98.50144196   97.09059906    0.            0.
  101.52488708    0.         1563.9173584    13.60809231  973.48236084
    0.           33.21266174   89.14086914    0.            0.
  121.44036102    0.            0.            0.           72.57911682
    0.          128.29553223    0.          173.10261536    0.        ]"
1,2019-01-04,"0    -1.000000
1    -0.274323
2    -1.000000
3     0.142493
4     0.841648
5     1.000000
6    -0.481467
7    -0.729944
8    -0.252342
9    -0.323976
10    0.325256
11   -1.000000
12   -1.000000
13   -1.000000
14    0.393516
15   -0.553628
16    1.000000
17    1.000000
18   -0.938467
19   -1.000000
20    0.261698
21   -1.000000
22    0.973533
23    0.404479
24   -1.000000
25    1.000000
26   -0.898160
27   -0.800348
28    0.649798
29    0.067503
30    0.384958
31   -0.142482
32    0.622010
33    0.128013
34    0.169198
35   -1.000000
36    0.005645
37    0.719422
38    1.000000
39   -0.012607
40   -1.000000
41    0.908419
42    0.120254
43   -0.300316
44   -0.603597
45    0.145089
46    0.693575
47    0.349355
48   -0.228553
49   -0.682929
dtype: float32","[-201.75520325    0.            0.          161.66304016    0.
  654.9989624   -42.73770523    0.            0.            0.
   78.99588013  -13.95454884 -190.40438843   -3.44853425  124.57933807
  -92.35934448  191.63769531  383.10653687    0.         -414.20239258
   68.17897797    0.          229.62409973    0.         -358.46920776
  551.96166992  -98.50144196  -97.09059906  237.69023132   32.78778076
  126.5377121     0.          967.29608154   12.09681797  161.35023499
    0.            5.96403313  137.67939758  254.23686218    0.
 -121.44036102    0.          176.82835388    0.          -53.50619888
   10.0864439    95.77572632   32.89478302  -40.29957962    0.        ]"
2,2019-01-07,"0    -0.478131
1     0.308636
2     0.180470
3    -0.388426
4    -0.010755
5    -0.691402
6    -0.005953
7     0.579820
8    -0.884101
9    -0.602401
10   -0.434417
11    1.000000
12   -0.862751
13   -1.000000
14   -1.000000
15   -1.000000
16    0.864281
17    0.702953
18    1.000000
19   -0.308859
20   -0.192374
21    0.717543
22    1.000000
23   -0.065126
24   -1.000000
25   -0.652376
26   -0.210373
27    1.000000
28    1.000000
29   -0.311470
30   -0.419381
31    0.553505
32   -0.706002
33    1.000000
34   -0.667813
35   -0.702011
36   -0.612989
37   -0.337938
38    1.000000
39   -1.000000
40   -0.398422
41   -0.709589
42   -1.000000
43   -0.201720
44    1.000000
45   -1.000000
46    0.612539
47    0.228818
48    1.000000
49   -0.394589
dtype: float32","[    0.            31.52952957   175.15585327  -382.0788269
     0.          -445.00918579     0.           260.57696533
     0.             0.          -101.72797394   133.19268799
     0.             0.          -288.64710236   -76.31510925
   164.63755798   256.355896     384.12783813     0.
   -46.7820549    386.92834473   233.56192017     0.
    -2.27075195  -327.38317871     0.           439.91238403
   357.36749268   -32.78778076  -129.87966919     0.
 -1082.59350586    92.97741699  -607.53320312     0.
   -39.17669487   -62.32977676   250.14257812     0.
     0.             0.          -176.82835388     0.
    88.4592514    -10.0864439     83.45516205    21.38729668
   171.15492249     0.        ]"
3,2019-01-08,"0     0.632737
1    -0.701178
2     1.000000
3     1.000000
4    -0.231771
5     1.000000
6    -1.000000
7     1.000000
8    -0.319810
9     0.372015
10   -1.000000
11    1.000000
12    0.469675
13   -0.219647
14   -0.950823
15    1.000000
16    0.348920
17   -0.196716
18    1.000000
19   -0.090776
20    0.448746
21    1.000000
22   -0.715449
23    0.693609
24   -0.963201
25   -0.005916
26    1.000000
27   -0.499568
28    0.090465
29    0.058017
30   -0.037070
31   -1.000000
32    0.764587
33   -0.351476
34   -1.000000
35   -1.000000
36    0.448390
37    1.000000
38    0.781706
39   -0.721439
40    0.129599
41    0.574281
42    0.183674
43   -0.410678
44   -0.732503
45   -0.055780
46   -0.066469
47   -0.112798
48    1.000000
49   -0.291205
dtype: float32","[ 344.66574097  -31.52952957  973.91845703 1103.85021973    0.
  638.09692383    0.          451.99783325    0.           83.6305542
   -8.02007675  135.13221741   88.46404266    0.            0.
  154.18107605   65.04581451  -69.54920959  388.99304199    0.
  106.944664    537.5534668  -165.26747131    0.            0.
   -2.94540524  313.77078247 -218.08152771   32.39319611   27.14532661
  -11.45967484    0.         1179.00891113  -32.84764481 -527.2993927
    0.          470.10922241  188.47370911  198.05062866    0.
   37.72652435    0.          263.75588989    0.          -63.68138123
    0.           -9.10374355  -10.40475845  163.73043823    0.        ]"
4,2019-01-09,"0    -1.000000
1     1.000000
2     0.870931
3    -0.888001
4     0.138120
5     0.049951
6     1.000000
7    -0.003409
8    -0.466429
9    -0.196556
10    0.122852
11    0.369562
12    0.115642
13    0.886571
14   -1.000000
15    0.269921
16    1.000000
17   -0.417122
18    1.000000
19    0.613536
20   -1.000000
21   -1.000000
22    1.000000
23    0.770597
24   -1.000000
25   -0.827645
26    1.000000
27   -0.209470
28    1.000000
29   -1.000000
30    0.811939
31   -0.738952
32   -1.000000
33   -0.578536
34    0.636202
35    1.000000
36   -0.701137
37   -1.000000
38    0.380243
39   -0.382599
40   -0.724350
41    0.574011
42   -1.000000
43    0.668262
44    0.018630
45   -0.314896
46   -0.245089
47    1.000000
48   -0.673325
49    0.697016
dtype: float32","[ -344.66574097   102.11667633   849.70532227  -969.00982666
     0.            32.03105927   209.86888123    -1.56247818
     0.           -44.73208618    28.44189262    49.56045914
    21.75108719     7.52470684     0.            41.81336975
   186.22805786  -148.63873291   393.68838501   275.89529419
  -156.93422699  -540.37115479   232.735672       0.
     0.          -221.63308597   307.46713257   -91.52039337
   356.66390991   -27.14532661   251.15187073     0.
 -1559.47851562   -54.55229568   600.00927734   132.31573486
  -470.10922241  -191.44325256    97.49427032     0.
   -37.72652435     0.          -263.75588989   485.83172607
     1.57888806     0.           -33.88219833    93.65435791
  -112.74433136    80.11660004]"
5,2019-01-10,"0     1.000000
1    -1.000000
2    -0.715972
3    -0.300695
4    -1.000000
5     0.462342
6    -0.757778
7    -0.554628
8    -0.101818
9     1.000000
10   -0.050671
11   -0.080917
12   -0.969050
13   -0.252297
14   -1.000000
15    0.409681
16   -0.349126
17    1.000000
18    0.259153
19    1.000000
20   -0.556761
21    1.000000
22   -0.738283
23   -0.915771
24    1.000000
25   -1.000000
26   -0.393482
27    0.645236
28    1.000000
29    1.000000
30    0.548625
31   -0.723276
32   -1.000000
33   -0.553335
34    0.165300
35    1.000000
36    1.000000
37   -0.055765
38    0.879481
39   -0.268060
40   -0.316876
41   -1.000000
42    0.765485
43    1.000000
44   -1.000000
45   -0.802894
46   -0.022530
47    0.716062
48    1.000000
49    0.004677
dtype: float32","[ 5.44176208e+02 -1.00404228e+02 -6.97297913e+02 -1.34840393e+02
  0.00000000e+00  2.96110901e+02 -1.56063293e+02 -2.51103577e+02
  0.00000000e+00  2.19451279e+02 -1.15940170e+01 -1.05485592e+01
 -1.10215130e+02 -2.10197234e+00  0.00000000e+00  6.39985886e+01
 -6.47052536e+01  3.55603607e+02  9.66325607e+01  4.35138275e+02
  0.00000000e+00  5.33111572e+02 -1.70317673e+02  0.00000000e+00
  3.29272308e+02  0.00000000e+00 -1.20655518e+02  2.72840973e+02
  3.53644318e+02  4.75551880e+02  1.69501358e+02  0.00000000e+00
 -1.06815033e+03 -3.12823868e+01  1.55327499e+02  1.31479996e+02
  1.04445190e+03 -1.04696999e+01  2.21727234e+02  0.00000000e+00
  0.00000000e+00  0.00000000e+00  1.09071399e+03  7.27008362e+02
 -4.54296762e+01  0.00000000e+00 -3.08835793e+00  6.47249451e+01
  1.66943237e+02  5.29639602e-01]"
6,2019-01-11,"0    -0.898821
1    -1.000000
2     0.109091
3     1.000000
4    -0.820426
5    -0.851397
6     0.913166
7    -0.995868
8    -1.000000
9     1.000000
10   -1.000000
11    0.399185
12    0.745007
13    0.260852
14    0.075511
15   -0.067265
16   -0.789702
17    1.000000
18    0.894162
19   -0.283293
20   -1.000000
21    1.000000
22    1.000000
23    0.635297
24    0.709474
25   -0.093099
26   -0.964034
27    0.649144
28    0.108227
29    0.622860
30    0.364615
31   -0.663387
32    0.432052
33    0.448137
34   -0.199244
35    1.000000
36    0.078958
37   -1.000000
38   -0.202717
39   -1.000000
40    0.184569
41    0.177238
42   -0.005392
43   -1.000000
44   -0.271768
45    1.000000
46    1.000000
47    0.603910
48   -0.459403
49    0.245701
dtype: float32","[-490.59057617   -1.71244812  106.61727142 1078.86499023    0.
 -550.03387451  186.97396851 -456.12957764    0.          222.63186646
  -16.8478756    51.35435486  132.05502319    2.16394019   24.38371277
  -10.43326378 -145.66053772  347.81158447  334.36853027 -124.32992554
    0.          543.21258545  227.69810486    0.          212.40342712
    0.         -295.76681519  276.54675293   38.3485527   303.09796143
  113.93793488    0.          677.62304688   41.00719833 -190.71188354
  132.92428589   83.09992218 -151.05124664  -51.18251419    0.
   54.18820572    0.           -7.74297285 -725.0369873     0.
   67.66870117  136.71549988   55.52226639  -77.93840027   28.27840805]"
7,2019-01-14,"0    -0.641392
1     0.196691
2     0.089406
3     0.768023
4     0.900586
5    -1.000000
6     0.421625
7     0.301419
8    -1.000000
9    -0.269864
10   -0.086369
11   -0.290743
12    0.320351
13   -1.000000
14    0.307858
15    1.000000
16   -0.723476
17    0.239708
18    1.000000
19    0.060830
20   -0.648357
21   -0.212922
22    0.750182
23    0.401058
24    0.451696
25    0.137495
26   -1.000000
27   -0.768178
28   -0.692885
29    1.000000
30   -0.452257
31    0.849647
32    1.000000
33    0.021694
34    0.734182
35   -1.000000
36    0.637674
37    1.000000
38    0.534517
39    1.000000
40   -0.533358
41   -0.817592
42    0.675276
43    1.000000
44    0.657791
45    0.813571
46    1.000000
47    0.375674
48   -0.244906
49   -0.672405
dtype: float32","[ -53.58563232   20.38817024   86.92359161  820.85266113  273.75256348
 -634.20385742   84.33919525  138.17169189    0.          -59.29249191
    0.          -37.6174469    56.12205887   -7.58667469   99.51009369
  152.19866943 -131.91616821   85.13513947  371.0244751    26.74291229
    0.         -114.93635559  167.83564758    0.          141.23518372
   65.08073425 -204.81558228 -323.49240112 -244.39855957  484.81558228
 -140.90065002    0.         1559.47851562    1.96561384  688.63574219
 -131.77973938  668.56188965  191.71852112  133.96696472  938.38562012
  -54.18820572    0.          962.17828369  722.08422852   54.75466919
   55.05327225  136.64001465   34.10836792  -41.14534378  -77.24996948]"
8,2019-01-15,"0    -0.212650
1    -0.321924
2     0.380087
3     0.795331
4    -1.000000
5    -0.902313
6    -0.481246
7     0.542741
8     0.506404
9     0.616747
10   -0.017330
11    0.681742
12   -0.061200
13   -1.000000
14   -0.074431
15   -0.250447
16    0.507123
17   -0.431154
18    0.817834
19    0.707892
20    0.740625
21   -0.260166
22   -1.000000
23    0.293859
24    0.524246
25    0.669952
26    0.632990
27    0.460333
28   -1.000000
29   -1.000000
30   -0.554494
31   -1.000000
32    1.000000
33    1.000000
34    1.000000
35    0.447775
36    1.000000
37   -1.000000
38    0.639101
39   -1.000000
40    1.000000
41   -1.000000
42   -0.012701
43    0.788250
44    0.356479
45    0.037910
46   -0.346081
47   -1.000000
48   -0.051221
49    0.528109
dtype: float32","[   0.          -20.38817024  372.11602783  859.68682861 -273.75256348
 -559.27545166  -96.81417084  253.44682312  482.9982605   137.1421051
    0.           90.83666229  -10.64587498    0.          -24.1537323
  -38.49588776   92.46716309 -152.37165833  306.04580688  319.16925049
  186.4493866  -139.99887085 -226.81394958    0.          161.50233459
  312.16897583  192.53393555  194.97523499 -356.66390991 -490.27297974
 -174.63839722    0.         1572.87109375   92.11461639  951.85516357
   59.44432068 1056.50170898 -191.71852112  162.40284729 -938.38562012
  287.84597778    0.          -18.1449337   574.63543701   30.72664261
    2.57813406  -47.83699036  -91.44345093   -9.13094902   63.52545929]"
9,2019-01-16,"0     0.695726
1     1.000000
2    -0.359678
3    -0.132113
4     1.000000
5    -1.000000
6     0.145086
7     0.102467
8    -1.000000
9    -0.798472
10    0.351067
11   -0.191200
12   -0.760087
13    0.977231
14    0.308635
15    0.728201
16    0.251413
17   -1.000000
18   -1.000000
19   -0.063133
20   -0.209390
21   -0.222810
22   -1.000000
23   -0.854200
24    1.000000
25    0.244128
26    0.909671
27    0.610346
28    0.152875
29    0.424834
30    0.551914
31    0.869880
32   -1.000000
33   -1.000000
34   -0.469477
35    0.273349
36   -1.000000
37   -0.397401
38   -0.924471
39    1.000000
40    0.603902
41   -0.626941
42   -0.971492
43    0.418166
44    1.000000
45    0.036011
46    0.108596
47    1.000000
48   -1.000000
49   -0.326697
dtype: float32","[  374.10656738   105.21996307  -348.48452759  -141.73051453
   293.09011841   -77.95168304    28.65389061    48.21796799
  -482.9982605   -175.64421082    80.00470734   -24.52339935
  -128.54286194     7.60058928    99.92528534   107.24989319
    44.82953262  -345.56878662  -356.09237671   -27.82692337
   -53.03307724  -116.61419678  -218.25007629     0.
   291.17337036   103.42053223   275.94882202   254.72460938
    53.81826401   204.44940186   171.23068237     0.
 -1559.47851562   -89.80352783  -435.58047485    35.72341537
 -1050.44226074     0.          -231.47544861   930.19793701
   168.55111694     0.         -1373.5994873    303.59933472
    83.10327911     2.43681192    14.83650303    85.86299896
  -171.97615051   -38.23865509]"
