,0
Annual return,0.4812265557258193
Cumulative returns,1.1333186489677987
Annual volatility,0.2818728966016033
Sharpe ratio,1.5392818561383281
Calmar ratio,1.912413874021448
Stability,0.9078207084843825
Max drawdown,-0.25163306032385657
Omega ratio,1.3217706654503527
Sortino ratio,2.25537308503227
Skew,
Kurtosis,
Tail ratio,1.417718786072929
Daily value at risk,-0.03379089362448883
