,0
Annual return,0.3200938725925513
Cumulative returns,0.7084213919011786
Annual volatility,0.2850667850935672
Sharpe ratio,1.1202734716501004
Calmar ratio,1.1215660253696227
Stability,0.8559897677132255
Max drawdown,-0.2853990450424542
Omega ratio,1.2485152687944168
Sortino ratio,1.592659806506591
Skew,
Kurtosis,
Tail ratio,1.3102376796602002
Daily value at risk,-0.034647766221580854
