,date,actions,transactions
0,2019-01-03,"0    -0.489431
1     0.774497
2    -0.759610
3     1.000000
4     0.314700
5     0.064813
6     1.000000
7    -0.298487
8     1.000000
9     1.000000
10    0.819800
11   -0.500870
12    1.000000
13   -0.291802
14   -0.812499
15    0.601024
16    1.000000
17   -0.983649
18    0.176333
19   -0.229791
20   -0.065111
21    1.000000
22   -1.000000
23   -0.284743
24   -1.000000
25   -0.061359
26    0.298445
27    1.000000
28   -0.451245
29   -0.757293
30    0.312880
31   -0.819940
32   -1.000000
33   -0.584981
34    0.983159
35    1.000000
36   -0.087410
37   -1.000000
38    0.037865
39    0.130962
40    0.731241
41    0.755268
42    0.031715
43    0.033248
44   -0.928968
45    0.011401
46    0.094284
47    0.028061
48    1.000000
49    0.225819
dtype: float32","[0.00000000e+00 7.82413254e+01 0.00000000e+00 1.14131799e+03
 0.00000000e+00 4.18197632e+01 2.15420670e+02 0.00000000e+00
 9.86991455e+02 2.19103165e+02 1.93933548e+02 0.00000000e+00
 1.90404388e+02 0.00000000e+00 0.00000000e+00 1.01377335e+02
 1.87714462e+02 0.00000000e+00 6.80348587e+01 0.00000000e+00
 0.00000000e+00 5.89101624e+02 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 9.51187744e+01 4.41809296e+02
 0.00000000e+00 0.00000000e+00 1.05516518e+02 0.00000000e+00
 0.00000000e+00 0.00000000e+00 9.57087891e+02 1.26710274e+02
 0.00000000e+00 0.00000000e+00 9.72810173e+00 1.24865913e+02
 2.32026657e+02 0.00000000e+00 4.79136848e+01 2.47458172e+01
 0.00000000e+00 7.86792934e-01 1.29617081e+01 2.55038190e+00
 1.73102615e+02 2.65638580e+01]"
1,2019-01-04,"0    -0.289913
1     0.880072
2     0.355031
3     0.348013
4    -0.801128
5    -0.357585
6     0.540256
7     0.735809
8    -0.855781
9    -0.356208
10    0.722392
11    0.948981
12   -0.774290
13    0.670796
14   -0.143536
15    0.366554
16   -0.786920
17    1.000000
18    0.410379
19    0.591041
20   -0.950688
21   -0.879267
22    1.000000
23   -0.406031
24   -0.871666
25    0.868184
26    1.000000
27    0.547848
28   -0.887308
29    0.152628
30    0.160956
31   -1.000000
32    0.186439
33   -1.000000
34   -0.414932
35    0.670178
36   -0.054552
37   -0.560476
38   -1.000000
39    0.589499
40    1.000000
41    1.000000
42    1.000000
43    0.713593
44   -0.293346
45    1.000000
46   -0.791014
47   -0.592827
48   -0.216007
49   -0.556563
dtype: float32","[   0.           90.12306976  351.26498413  394.83233643    0.
  -41.81976318  114.93248749  339.84988403 -847.91259766  -79.49517822
  175.44952393  134.51522827 -152.1910553     5.83604908    0.
   61.15061569 -150.80354309  383.10653687  159.27880859  275.72348022
    0.         -507.54846191  235.86685181    0.            0.
  479.20449829  320.1557312   243.72613525    0.           74.13426971
   52.90713882    0.          289.93359375    0.         -395.68563843
   83.7358551     0.            0.           -9.72810173  562.05889893
  310.79064941    0.         1470.45849609  527.42297363    0.
   69.5187912   -12.96170807   -2.5503819   -38.0875473   -26.56385803]"
2,2019-01-07,"0    -1.000000
1    -0.432131
2     0.155009
3     0.810026
4    -1.000000
5     0.757154
6    -0.571184
7     0.373543
8     0.601040
9    -0.794657
10   -0.936422
11    0.535320
12   -0.527004
13   -0.079347
14    0.936176
15   -0.745443
16    0.221498
17    1.000000
18   -1.000000
19   -1.000000
20    0.564654
21   -0.728021
22   -0.364688
23    0.966503
24    1.000000
25    0.699783
26   -1.000000
27   -0.375668
28   -0.420720
29    1.000000
30   -1.000000
31    0.340918
32   -0.427286
33   -1.000000
34   -0.218606
35    1.000000
36    0.571534
37    0.542203
38    1.000000
39    0.166511
40   -1.000000
41   -0.668760
42   -0.658859
43   -0.294157
44    0.350164
45    0.329705
46    0.331152
47   -0.603064
48    1.000000
49   -0.184926
dtype: float32","[ 0.00000000e+00 -4.41454887e+01  1.50444550e+02  9.08182556e+02
  0.00000000e+00  4.87329651e+02 -1.18510757e+02  1.67873932e+02
  5.89798889e+02 -1.39607986e+02 -2.19283051e+02  7.13007126e+01
 -3.82133331e+01 -6.76575720e-01  2.96851990e+02 -1.19135941e+02
  4.21934013e+01  3.64683990e+02 -2.27313667e+02 -2.75723480e+02
  1.37313782e+02 -8.15531616e+01 -8.51771927e+01  0.00000000e+00
  3.49279083e+02  3.51173279e+02 -3.13422638e+02 -1.65260941e+02
  0.00000000e+00  4.71689209e+02 -1.58423656e+02  0.00000000e+00
 -2.89933594e+02  0.00000000e+00 -1.98873444e+02  1.19824768e+02
  5.95807678e+02  1.00004677e+02  2.50142578e+02  1.55159103e+02
 -2.90937866e+02  0.00000000e+00 -9.46119812e+02 -2.15029907e+02
  3.09752312e+01  2.28953953e+01  4.51176643e+01  0.00000000e+00
  1.71154922e+02  0.00000000e+00]"
3,2019-01-08,"0     0.885134
1    -1.000000
2     1.000000
3     0.621871
4     0.715078
5     1.000000
6    -1.000000
7    -0.785167
8    -0.148202
9    -0.134677
10   -0.866382
11    1.000000
12   -0.217247
13    1.000000
14   -0.401457
15    0.125610
16   -0.287804
17   -0.274872
18   -1.000000
19   -1.000000
20    0.413441
21    1.000000
22    0.426907
23    1.000000
24   -0.646945
25   -0.940610
26   -0.758832
27   -0.799536
28    1.000000
29    0.759527
30    0.979977
31    0.177315
32   -0.879066
33    0.925632
34    0.740384
35    0.891743
36   -0.238688
37   -0.211145
38    0.030891
39    1.000000
40   -1.000000
41   -1.000000
42    1.000000
43    1.000000
44    1.000000
45    0.818908
46   -0.889758
47   -0.612246
48    0.951968
49    0.763389
dtype: float32","[ 482.15170288 -102.23966217  973.91845703  686.4520874     0.
  638.09692383 -207.40174866 -354.89382935 -143.49798584    0.
 -150.10002136  135.13221741    0.            8.47761536 -127.87457275
   19.36672592  -53.65260696  -97.1815033     0.            0.
   98.53081512  537.5534668    98.61463165    0.         -219.95639038
 -468.3331604  -101.85186768 -349.02957153  358.07385254  355.37420654
  302.94998169    0.            0.           86.50621033  684.45037842
  114.55487823 -250.24905396  -39.79535294    7.82655334  930.19793701
 -251.87944031    0.         1435.99755859  728.00335693   86.93671417
   55.75165558  -45.11766434    0.          155.86605835   85.37426758]"
4,2019-01-09,"0     0.134593
1    -0.220631
2     0.459538
3    -0.450879
4    -0.420844
5     0.596646
6    -0.826765
7     0.051353
8    -1.000000
9    -0.743206
10    0.574304
11    0.103285
12    0.740720
13   -1.000000
14   -0.477023
15   -0.538886
16    0.322306
17   -0.384924
18   -1.000000
19    0.251139
20    1.000000
21   -0.931831
22    0.412645
23   -0.318929
24    0.208903
25    1.000000
26    0.598927
27    0.081732
28   -0.692291
29    1.000000
30    1.000000
31   -0.310736
32   -0.065343
33    0.720580
34    0.493241
35   -0.696375
36    0.190712
37    0.363234
38    0.718585
39   -1.000000
40    0.760288
41    1.000000
42   -0.015705
43   -0.737289
44    0.156976
45    0.510577
46   -0.555843
47   -1.000000
48    0.016971
49   -0.894271
dtype: float32","[  73.46318817  -21.97924423  448.33874512 -492.01092529    0.
  382.5977478    -4.44065094   23.54061317 -585.37976074    0.
  132.9586792    13.85116959  139.32157898   -8.48742867 -160.84547424
  -62.75873566   60.02244949 -137.16508484    0.          112.93235016
  243.65640259 -503.53482056   96.03712463    0.           70.75639343
  477.33151245  184.1505127    35.7099762  -246.91508484  467.88879395
  309.32363892    0.            0.           67.94619751  465.18109131
  -92.14142609  201.48712158   69.53879547  184.24488831 -933.46276855
  220.44877625    0.          -22.67000198 -536.01507568   13.30349636
   34.45745468    0.            0.            2.8417697   -85.37426758]"
5,2019-01-10,"0    -0.035896
1    -1.000000
2    -0.160680
3    -0.036608
4     0.608787
5     1.000000
6    -0.012172
7     0.926417
8     0.179494
9    -0.971360
10    0.455646
11    0.003219
12    0.989580
13    0.014522
14    0.471111
15    1.000000
16    1.000000
17   -0.532461
18   -0.816438
19   -1.000000
20    0.287275
21    0.134618
22   -0.956902
23    1.000000
24    0.577685
25   -0.094114
26   -0.781751
27   -1.000000
28   -0.178125
29   -0.597214
30   -1.000000
31   -0.374069
32    0.236138
33   -1.000000
34    1.000000
35    0.024419
36    0.188797
37   -0.330231
38   -0.340331
39   -0.298476
40   -0.278525
41    1.000000
42    0.957770
43    0.492590
44   -0.065985
45    0.999691
46    1.000000
47    1.000000
48   -0.330273
49   -0.329658
dtype: float32","[-1.95337658e+01  0.00000000e+00 -1.56488983e+02 -3.91266060e+01
  0.00000000e+00  6.40459106e+02  0.00000000e+00  4.19428375e+02
  1.73139832e+02  0.00000000e+00  1.04256874e+02  4.19612885e-01
  1.74208878e+02  1.20986983e-01  1.57236176e+02  1.56215820e+02
  1.85334824e+02 -1.89344940e+02  0.00000000e+00 -1.12932350e+02
  6.78171539e+01  7.17663727e+01 -2.20751907e+02  0.00000000e+00
  1.90215836e+02 -4.29091301e+01 -1.84150513e+02 -2.06954895e+02
 -6.29930458e+01 -2.84006195e+02 -3.08956665e+02  0.00000000e+00
  3.66185150e+02 -9.23896790e+01  9.39672974e+02  3.21063566e+00
  1.97189651e+02 -6.19993324e+01 -8.58014221e+01 -2.79100403e+02
 -7.98596039e+01  0.00000000e+00  1.36469507e+03  3.58117218e+02
 -5.47277403e+00  6.75206985e+01  1.37075684e+02  9.03900909e+01
 -5.51369019e+01  0.00000000e+00]"
6,2019-01-11,"0    -1.000000
1     1.000000
2     0.662324
3     1.000000
4     1.000000
5     0.289672
6    -1.000000
7     1.000000
8     0.116995
9    -1.000000
10   -0.432096
11   -0.315263
12    0.646365
13   -1.000000
14    1.000000
15    1.000000
16   -0.711055
17   -0.296226
18   -1.000000
19   -1.000000
20    0.756175
21    0.720148
22    1.000000
23   -0.829897
24    0.621780
25   -1.000000
26   -0.342710
27    1.000000
28   -1.000000
29   -0.433675
30   -0.108870
31    0.762906
32   -0.347130
33    1.000000
34   -0.325816
35    0.502554
36    1.000000
37    1.000000
38   -0.564031
39   -0.829969
40   -0.102712
41    1.000000
42    0.812905
43    0.247771
44    0.705909
45   -0.352456
46   -1.000000
47    0.390722
48   -0.472860
49   -0.328719
dtype: float32","[-536.08112526  102.19869995  647.30621338 1078.86499023  307.04797363
  187.13890076    0.          458.02224731  113.71276855    0.
  -98.33872986  -40.55798721  114.5704422    -5.27064703  322.91604614
  155.10705566 -131.15414429 -103.03073883    0.            0.
  183.79910278  391.19342041  227.69810486    0.          186.14938354
 -470.70343018    0.          426.01776123  -48.16572189 -211.036026
  -34.02045059    0.         -366.18515015   91.50587463 -311.86322021
   66.80164337 1052.4543457   191.03291321 -142.40841675 -559.71868134
  -30.15548325    0.         1167.32897949  179.64315796   59.32714462
  -23.85023499 -136.71549988   35.92216873  -80.22134399    0.        ]"
7,2019-01-14,"0    -0.217909
1     1.000000
2     0.544829
3     1.000000
4    -0.590868
5    -1.000000
6    -1.000000
7     0.148587
8     0.952260
9     1.000000
10    1.000000
11   -1.000000
12   -1.000000
13    0.021326
14   -0.239766
15   -0.218066
16    0.957954
17    1.000000
18   -0.822819
19   -0.197884
20   -0.139872
21   -1.000000
22   -0.317564
23   -0.555560
24   -0.642405
25    0.772144
26    0.216974
27   -1.000000
28    0.425422
29    0.840624
30    0.008286
31   -1.000000
32   -0.883117
33   -0.039893
34   -0.663785
35    0.680504
36   -0.573855
37   -1.000000
38    0.817356
39    0.288451
40    1.000000
41   -1.000000
42   -0.313281
43    0.180493
44   -0.147683
45    0.651866
46    1.000000
47   -0.644124
48   -0.172310
49    1.000000
dtype: float32","[ 0.00000000e+00  1.03655731e+02  5.29700256e+02  1.06878711e+03
 -1.79607254e+02 -6.34203857e+02  0.00000000e+00  6.81131363e+01
  9.06551880e+02  2.19712616e+02  2.30050064e+02 -1.29383850e+02
 -1.75189026e+02  1.72149837e-01 -7.75003052e+01 -3.31894150e+01
  1.74670227e+02  3.55161560e+02  0.00000000e+00  0.00000000e+00
 -3.41972198e+01 -4.96978439e+02 -7.10475311e+01  0.00000000e+00
 -2.00865784e+02  3.65480743e+02  6.63883820e+01 -4.21116455e+02
  1.50057358e+02  4.07547516e+02  2.58152723e+00  0.00000000e+00
  0.00000000e+00 -3.61457491e+00 -6.22606262e+02  8.96765823e+01
 -6.01651001e+02 -1.91718521e+02  2.04855194e+02  2.70678162e+02
  2.89626740e+02  0.00000000e+00 -4.46384369e+02  1.30331436e+02
 -1.22931299e+01  4.41109505e+01  1.36640015e+02 -5.84815369e+01
 -2.89488373e+01  1.14886009e+02]"
8,2019-01-15,"0    -1.000000
1    -0.074581
2    -0.239161
3    -0.644528
4     0.169161
5     1.000000
6     1.000000
7     1.000000
8     0.883857
9    -0.480568
10    0.849088
11   -0.259032
12    1.000000
13   -0.312316
14   -0.591271
15    0.021686
16    1.000000
17   -0.901234
18    1.000000
19   -0.018917
20   -0.725173
21   -1.000000
22   -0.576875
23    0.006236
24   -0.275646
25   -0.826460
26   -0.667099
27   -1.000000
28   -0.334290
29   -0.471244
30    1.000000
31   -0.671180
32    0.684898
33   -0.392852
34   -1.000000
35    1.000000
36    0.162255
37    1.000000
38   -0.754400
39   -1.000000
40    0.284791
41   -0.108023
42   -0.094377
43   -1.000000
44    1.000000
45    1.000000
46   -1.000000
47   -1.000000
48   -1.000000
49   -0.588617
dtype: float32","[ 0.00000000e+00 -7.92768335e+00 -2.34145828e+02 -6.96681641e+02
  5.13293839e+01  6.19824463e+02  2.01174057e+02  4.66975494e+02
  8.43004822e+02 -1.06860733e+02  2.02269867e+02 -3.45139999e+01
  1.73951157e+02 -1.72149837e-01 -1.91875015e+02  3.33339000e+00
  1.82336685e+02 -3.18499878e+02  3.74215088e+02  0.00000000e+00
 -1.82559402e+02  0.00000000e+00 -1.30843246e+02  0.00000000e+00
 -8.49172287e+01 -3.85094910e+02 -6.63883820e+01 -4.90130615e+00
 -1.19229263e+02 -2.31038193e+02  3.14950714e+02  0.00000000e+00
  1.07725610e+03 -3.61874046e+01 -9.51855164e+02  1.32754883e+02
  1.71422516e+02  1.95576065e+02 -1.91701721e+02 -2.70678162e+02
  8.19759140e+01  0.00000000e+00 -1.34824966e+02 -7.29001099e+02
  8.61948624e+01  6.80068588e+01 -1.37000198e+02 -6.78307228e+01
 -1.78266464e+02 -7.08038635e+01]"
9,2019-01-16,"0    -0.067170
1     1.000000
2     0.502186
3    -0.119921
4     0.310432
5     0.102815
6     0.744268
7    -1.000000
8     1.000000
9    -1.000000
10    0.187844
11   -0.442641
12    0.209220
13    0.353652
14    0.067405
15    0.303663
16    0.273578
17   -1.000000
18    0.945998
19    0.076062
20    0.047684
21    1.000000
22   -0.385783
23   -0.021865
24   -1.000000
25    0.091415
26   -0.351584
27   -1.000000
28   -1.000000
29   -1.000000
30   -0.303207
31   -0.004894
32    0.139649
33    0.612429
34    0.179343
35    0.930516
36   -1.000000
37   -1.000000
38    0.736561
39   -1.000000
40   -0.422345
41    0.257382
42    1.000000
43   -0.356869
44    0.045008
45    1.000000
46   -0.492106
47    1.000000
48   -0.220373
49   -1.000000
dtype: float32","[    0.           105.21996307   486.55743408  -128.65109253
    90.98461151    63.34963226   146.98971558  -470.57052612
   943.20043945  -112.85188293    42.807827     -56.77348709
    35.38251877     2.75058818    21.82329178    44.72367859
    48.7818222   -257.72994232   336.86264038    33.52564621
    12.07708931   523.3793335    -84.19725037     0.
  -290.66129303    38.72631073     0.             0.
   -30.82809448  -481.24584961   -94.06963348     0.
   217.77946472    54.99827194   166.39445496   121.60708618
 -1050.44226074  -188.00950623   184.4251709      0.
  -117.87810516     0.          1413.90722656  -259.09661865
     3.74029326    67.66870117     0.            85.86299896
   -37.89881897   -44.08214569]"
