,0
Annual return,0.2777623559661748
Cumulative returns,0.6043406986382669
Annual volatility,0.20699788245281397
Sharpe ratio,1.290381191703319
Calmar ratio,1.6161419792558804
Stability,0.615190499765007
Max drawdown,-0.1718675460024031
Omega ratio,1.26296345612258
Sortino ratio,1.9456993672111247
Skew,
Kurtosis,
Tail ratio,1.2952205219758532
Daily value at risk,-0.025019336715896796
