,0
Annual return,0.20305058355373284
Cumulative returns,0.4283453088686988
Annual volatility,0.23354605318432647
Sharpe ratio,0.9104068255696425
Calmar ratio,1.2373228658545061
Stability,0.6978858082174156
Max drawdown,-0.16410476938329618
Omega ratio,1.1811842102322865
Sortino ratio,1.3112085648708782
Skew,
Kurtosis,
Tail ratio,1.1974651445644944
Daily value at risk,-0.02858029919036844
