,0
Annual return,0.5846694338865079
Cumulative returns,1.4299426722876984
Annual volatility,0.3511291218823527
Sharpe ratio,1.4914741049432947
Calmar ratio,1.574331163874013
Stability,0.8875917551004598
Max drawdown,-0.37137639608669815
Omega ratio,1.3374247711558647
Sortino ratio,2.1855320516457266
Skew,
Kurtosis,
Tail ratio,1.2162642928081884
Daily value at risk,-0.04215993659563218
