trade_date,ts_code,date,close,open,high,low,pre_close,change,pct_chg,vol,amount
2019/1/24,000016.SH,20190124,2411.5621,2401.3761,2414.888,2385.0986,2397.0493,14.5128,0.6054,20415697,27328503.93
2019/1/25,000016.SH,20190125,2441.64,2419.2563,2453.6657,2418.0088,2411.5621,30.0779,1.2472,25683679,32544229.95
2019/1/28,000016.SH,20190128,2437.0261,2455.2764,2473.1187,2429.8798,2441.64,-4.6139,-0.189,23468163,32696609.44
2019/1/29,000016.SH,20190129,2455.8968,2433.3057,2461.5178,2423.4611,2437.0261,18.8707,0.7743,21863480,27141683.08
2019/1/30,000016.SH,20190130,2440.0146,2445.8648,2462.6055,2439.3315,2455.8968,-15.8822,-0.6467,17835170,22414217.28
2019/1/31,000016.SH,20190131,2483.4709,2454.6436,2487.0965,2450.1839,2440.0146,43.4563,1.781,26681298,34141608.09
2019/2/1,000016.SH,20190201,2499.6442,2502.1044,2503.5526,2479.3375,2483.4709,16.1733,0.6512,21950054,29364022.98
2019/2/11,000016.SH,20190211,2527.4736,2485.5032,2528.3844,2484.6479,2499.6442,27.8294,1.1133,25211570,34715191.18
2019/2/12,000016.SH,20190212,2533.1817,2528.103,2537.2935,2515.026,2527.4736,5.7081,0.2258,25458804,33771727.41
2019/2/13,000016.SH,20190213,2580.6116,2538.4162,2587.8764,2528.2264,2533.1817,47.4299,1.8723,39821832,48008835.51
2019/2/14,000016.SH,20190214,2576.3062,2572.6415,2585.5084,2564.8712,2580.6116,-4.3054,-0.1668,27718515,35168460.07
2019/2/15,000016.SH,20190215,2517.4622,2566.3365,2568.7861,2515.8877,2576.3062,-58.844,-2.284,30315796,39093901.91
2019/2/18,000016.SH,20190218,2582.8512,2540.5321,2583.3972,2540.2963,2517.4622,65.389,2.5974,37400592,47875957.6
2019/2/19,000016.SH,20190219,2579.0463,2586.8583,2614.3646,2568.1759,2582.8512,-3.8049,-0.1473,37907379,49607504.22
2019/2/20,000016.SH,20190220,2588.166,2593.7887,2599.5452,2569.983,2579.0463,9.1197,0.3536,29965181,38166831.75
2019/2/21,000016.SH,20190221,2577.2255,2586.7389,2615.4696,2569.4752,2588.166,-10.9405,-0.4227,35252855,44405018.41
2019/2/22,000016.SH,20190222,2623.0736,2575.9981,2623.0931,2555.7256,2577.2255,45.8481,1.779,41384151,53491957.47
2019/2/25,000016.SH,20190225,2787.6987,2652.9056,2788.6667,2652.9056,2623.0736,164.6251,6.276,96939051,125003280.1
2019/2/26,000016.SH,20190226,2733.9005,2781.3088,2804.1631,2729.4761,2787.6987,-53.7982,-1.9298,87230161,114283254.8
2019/2/27,000016.SH,20190227,2750.3391,2739.1109,2794.9321,2722.3094,2733.9005,16.4386,0.6013,75508865,91098634.6
2019/2/28,000016.SH,20190228,2743.9716,2749.8699,2767.8608,2733.0302,2750.3391,-6.3675,-0.2315,46340959,62186339.13
2019/3/1,000016.SH,20190301,2819.4681,2764.9462,2819.4681,2747.2132,2743.9716,75.4965,2.7514,56100147,76333697.13
2019/3/4,000016.SH,20190304,2832.5878,2839.4045,2907.8176,2816.9787,2819.4681,13.1197,0.4653,92180167,118854256.2
2019/3/5,000016.SH,20190305,2828.8685,2829.4997,2835.106,2807.1226,2832.5878,-3.7193,-0.1313,60349235,75288723.6
2019/3/6,000016.SH,20190306,2840.2717,2827.8574,2847.3784,2797.5022,2828.8685,11.4032,0.4031,69492224,91060938.2
2019/3/7,000016.SH,20190307,2789.7001,2831.3614,2831.3614,2773.3527,2840.2717,-50.5716,-1.7805,73263959,102232455.3
2019/3/8,000016.SH,20190308,2685.592,2731.5301,2753.5526,2684.1969,2789.7001,-104.1081,-3.7319,72033928,96388376.53
2019/3/11,000016.SH,20190311,2708.5982,2683.7646,2714.0892,2670.7929,2685.592,23.0062,0.8567,52014052,70198689.43
2019/3/12,000016.SH,20190312,2719.7727,2730.5292,2759.6093,2704.6928,2708.5982,11.1745,0.4126,64867544,85051842.95
2019/3/13,000016.SH,20190313,2723.9618,2731.5007,2747.9566,2699.9803,2719.7727,4.1891,0.154,54064571,74117602.73
2019/3/14,000016.SH,20190314,2729.1324,2720.1882,2752.6613,2716.2685,2723.9618,5.1706,0.1898,43471813,62567909.56
2019/3/15,000016.SH,20190315,2755.8053,2735.9993,2783.5066,2735.8626,2729.1324,26.6729,0.9773,44123096,67258458.92
2019/3/18,000016.SH,20190318,2825.1837,2763.2251,2827.2603,2749.1986,2755.8053,69.3784,2.5175,61605235,87655202.12
2019/3/19,000016.SH,20190319,2806.8964,2830.2422,2842.4453,2797.717,2825.1837,-18.2873,-0.6473,43459056,62362679.35
2019/3/20,000016.SH,20190320,2812.9179,2799.325,2831.6252,2787.2834,2806.8964,6.0215,0.2145,40322247,58429045.85
2019/3/21,000016.SH,20190321,2802.9647,2816.4519,2822.6336,2799.8337,2812.9179,-9.9532,-0.3538,43631385,63731399.24
2019/3/22,000016.SH,20190322,2795.3909,2804.7176,2813.5151,2771.9562,2802.9647,-7.5738,-0.2702,35988070,50509047.89
2019/3/25,000016.SH,20190325,2718.1807,2757.8104,2765.8419,2717.2935,2795.3909,-77.2102,-2.7621,52140915,66207961.99
2019/3/26,000016.SH,20190326,2706.1537,2737.3723,2739.2856,2693.9112,2718.1807,-12.027,-0.4425,40073955,52612740.8
2019/3/27,000016.SH,20190327,2741.5907,2721.1376,2751.7216,2714.095,2706.1537,35.437,1.3095,33542018,51900870.71
2019/3/28,000016.SH,20190328,2733.9743,2728.0449,2742.701,2709.3874,2741.5907,-7.6164,-0.2778,31840303,46631870.2
2019/3/29,000016.SH,20190329,2838.5054,2747.5418,2845.2279,2746.1134,2733.9743,104.5311,3.8234,59676669,90550418.03
2019/4/1,000016.SH,20190401,2892.619,2860.144,2906.1505,2860.144,2838.5054,54.1136,1.9064,77912146,104513800.7
2019/4/2,000016.SH,20190402,2888.5304,2900.6314,2903.8689,2878.3948,2892.619,-4.0886,-0.1413,61187461,77540948.36
2019/4/3,000016.SH,20190403,2920.0013,2869.846,2923.9217,2865.296,2888.5304,31.4709,1.0895,64723749,81562043.79
2019/4/4,000016.SH,20190404,2951.9848,2927.1005,2959.5898,2921.2037,2920.0013,31.9835,1.0953,73035716,89999489.24
2019/4/8,000016.SH,20190408,2962.2749,2978.5034,3007.8296,2938.6461,2951.9848,10.2901,0.3486,74531909,97533308.62
2019/4/9,000016.SH,20190409,2967.5136,2968.0779,2980.1228,2948.3057,2962.2749,5.2387,0.1768,50802142,72309797.81
2019/4/10,000016.SH,20190410,2979.0985,2957.2707,2996.4068,2941.3479,2967.5136,11.5849,0.3904,48692438,75072996
2019/4/11,000016.SH,20190411,2928.4268,2982.3927,3000.0952,2920.1938,2979.0985,-50.6717,-1.7009,42811144,64001721.56
2019/4/12,000016.SH,20190412,2920.5151,2920.5531,2933.4463,2903.2682,2928.4268,-7.9117,-0.2702,32521633,47318241.1
2019/4/15,000016.SH,20190415,2924.9257,2973.0222,2999.3259,2924.6018,2920.5151,4.4106,0.151,58437528,77706068.53
2019/4/16,000016.SH,20190416,3023.0253,2914.9897,3023.0253,2909.665,2924.9257,98.0996,3.3539,70764163,85299156.29
2019/4/17,000016.SH,20190417,3017.4162,3017.3947,3035.405,2996.7607,3023.0253,-5.6091,-0.1855,49960675,64317209.04
2019/4/18,000016.SH,20190418,3004.9245,3014.9149,3019.5447,2993.274,3017.4162,-12.4917,-0.414,39670684,50009082.03
2019/4/19,000016.SH,20190419,3042.4321,3013.6723,3043.9263,2989.548,3004.9245,37.5076,1.2482,39943672,56035404.84
2019/4/22,000016.SH,20190422,2970.488,3047.4255,3048.8236,2962.3585,3042.4321,-71.9441,-2.3647,56759697,74865754.21
2019/4/23,000016.SH,20190423,2978.8451,2967.9958,3007.354,2964.9784,2970.488,8.3571,0.2813,41065456,57398711.31
2019/4/24,000016.SH,20190424,2974.8473,2989.9591,3001.5342,2933.5281,2978.8451,-3.9978,-0.1342,35425729,51081275.89
2019/4/25,000016.SH,20190425,2927.995,2962.7414,2973.2227,2924.0247,2974.8473,-46.8523,-1.5749,38934483,52302557.25
2019/4/26,000016.SH,20190426,2892.8568,2913.7749,2930.2088,2892.5275,2927.995,-35.1382,-1.2001,36562197,52261886.8
2019/4/29,000016.SH,20190429,2939.405,2906.4685,2968.1622,2899.8271,2892.8568,46.5482,1.6091,39249355,60772631.95
2019/4/30,000016.SH,20190430,2945.2438,2935.2412,2955.8842,2919.4939,2939.405,5.8388,0.1986,32127983,49535144.4
2019/5/6,000016.SH,20190506,2805.0354,2853.8845,2867.5971,2768.8013,2945.2438,-140.2084,-4.7605,62436063,93816546.65
2019/5/7,000016.SH,20190507,2806.2577,2814.4689,2833.1959,2777.7344,2805.0354,1.2223,0.0436,35418177,59334292.09
2019/5/8,000016.SH,20190508,2758.2435,2753.6111,2796.466,2750.9257,2806.2577,-48.0142,-1.711,30398772,47867856.97
2019/5/9,000016.SH,20190509,2698.7804,2740.3494,2748.0071,2686.4667,2758.2435,-59.4631,-2.1558,30758681,52817873.51
2019/5/10,000016.SH,20190510,2793.7589,2731.5772,2798.874,2698.8068,2698.7804,94.9785,3.5193,39453278,64003883.2
2019/5/13,000016.SH,20190513,2741.1118,2751.7563,2767.4821,2736.8442,2793.7589,-52.6471,-1.8845,26590971,40076136.38
2019/5/14,000016.SH,20190514,2724.7337,2716.7262,2754.692,2716.7262,2741.1118,-16.3781,-0.5975,26222018,41690816.22
2019/5/15,000016.SH,20190515,2783.5439,2743.7809,2797.1531,2743.7809,2724.7337,58.8102,2.1584,30718920,47008658.1
2019/5/16,000016.SH,20190516,2791.4146,2777.8502,2793.7622,2766.1496,2783.5439,7.8707,0.2828,28946302,39573599.95
2019/5/17,000016.SH,20190517,2735.2124,2792.0771,2792.5061,2728.9346,2791.4146,-56.2022,-2.0134,30072063,42881486.56
2019/5/20,000016.SH,20190520,2715.4315,2726.0683,2746.6596,2697.6087,2735.2124,-19.7809,-0.7232,31202646,41320624.05
2019/5/21,000016.SH,20190521,2739.7852,2717.8744,2764.4834,2712.0423,2715.4315,24.3537,0.8969,26969051,38322653.83
2019/5/22,000016.SH,20190522,2725.7343,2739.1115,2745.8568,2714.6498,2739.7852,-14.0509,-0.5128,23168729,31594205.73
2019/5/23,000016.SH,20190523,2685.9336,2710.5727,2713.9433,2679.542,2725.7343,-39.8007,-1.4602,27810156,37242029.91
